"year","width"
1989,174.333333333333
1990,101.571428571429
1991,98.1428571428571
1992,98.3333333333333
1993,115.666666666667
1994,112.714285714286
1995,131.428571428571
1996,127.8
1997,150.333333333333
1998,138.333333333333
