"year","width"
1981,93.7142857142857
1982,130.428571428571
1983,147
1984,141.428571428571
1985,165.428571428571
1986,161.285714285714
1987,170.714285714286
1988,175.857142857143
1989,150.571428571429
1990,126.285714285714
