"year","width"
1982,51.625
1983,36
1984,60.6666666666667
1985,47.1666666666667
1986,54.4285714285714
1987,55.5
1988,55.1666666666667
1989,53.8333333333333
1990,50.8333333333333
1991,43.8333333333333
