year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1971,NA,NA,NA
1972,3.33849054438233,2.67170393068621,202
1973,3.40730615490208,3.4485874087077,191.285714285714
1974,2.86966521778281,2.49862561675795,168
1975,3.71634750424149,3.09928644179381,145.571428571429
1976,5.72380113314656,2.72694987112345,100.857142857143
1977,5.44183176430365,3.5872454663744,127.833333333333
1978,2.60823582857799,2.52263598306618,121.428571428571
1979,3.46936127312778,2.68031822666597,89.7142857142857
1980,1.91226703377546,2.08487261543825,104.714285714286
1981,3.35570427195319,3.73061546101806,93.7142857142857
1982,3.728714768498,3.97114061411305,130.428571428571
1983,5.52197654290909,3.05001001808546,147
1984,3.16325388376535,3.15021935566928,141.428571428571
1985,3.05204724338523,3.90973526850463,165.428571428571
1986,3.19689439234474,3.62313679102177,161.285714285714
1987,3.53455367185826,2.93863241430599,170.714285714286
1988,3.57688838733308,3.80089433657749,175.857142857143
1989,4.32096183267044,4.31262699924078,150.571428571429
1990,2.65435591936319,2.22398727905321,126.285714285714
1991,3.46205200734129,3.61525204782423,120
1992,3.59725432869818,4.12561602314628,130.571428571429
1993,3.43290666891984,3.60867712175734,168.8
1994,5.7255097193375,4.10472633558873,176.142857142857
1995,5.09086050530362,3.13293322877968,189.714285714286
1996,5.4564695515988,4.16638076177501,197.285714285714
1997,4.96166770624683,4.48306394587777,210.142857142857
1998,3.65698063325976,3.25723698388876,164.857142857143
1999,4.69384025240593,5.28421309737558,191.285714285714
2000,5.32914108620974,5.04986882310225,154.428571428571
2001,3.50070664655456,3.8642679566879,144.571428571429
2002,4.51848907545774,3.50693695403854,148.714285714286
2003,3.4514464884862,3.43693667093916,65.7142857142857
2004,2.8530284216333,2.92131134334828,85
