year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1967,8.83875050188501,8.63163392194022,289.333333333333
1968,7.35818412825451,6.84715011414806,239.142857142857
1969,7.76232744153241,6.39585337066563,190.571428571429
1970,7.1771156053255,8.55845427987669,183.5
1971,6.03778975153283,6.26529760387314,163.75
1972,4.71171184013778,5.16286719494552,163.875
1973,5.02978979603243,5.89994538316713,150.75
1974,4.91526143894023,5.50406466200336,148.75
1975,7.4490471686613,7.27927792473188,137.5
1976,5.88184899472541,5.23149536283249,57
1977,5.50941657788503,5.06971537271935,93.8
1978,5.53055805398315,5.86842720338599,143.166666666667
1979,5.49000359114238,4.88456496926051,115.875
1980,4.24783817574294,4.46106191203235,127.25
1981,4.71992694618464,4.11132185343261,122
1982,5.65685568720531,5.09901525875153,126.875
1983,6.33920892882541,5.9717500651114,105.625
1984,5.65495224937603,6.19290975271459,160.5
1985,5.12689042871127,6.05479568677923,165.857142857143
1986,5.70102829045852,6.66270569445931,188.875
1987,5.50974856402824,6.38962276530731,197.5
1988,5.4701531605782,4.88897256887117,183.428571428571
1989,6.21432766553073,5.88522366307967,147
1990,6.60016962154404,6.38580601359158,132.714285714286
1991,7.18745950968693,7.59386707912198,104
1992,7.72794854149665,7.57047346953333,115
1993,5.94722683645881,7.02148939449067,121.428571428571
1994,5.07375529037312,7.03464728333452,226.875
1995,4.96646022189699,4.98773437158278,214.75
1996,9.55398345739444,7.26244412623843,288
1997,8.13493581889269,8.19333083355119,267
1998,6.58255158074363,7.17768651370639,161.75
1999,6.68739055945836,6.91667176893001,185.857142857143
2000,6.192829155089,4.53865426143938,116.25
2001,4.71008351404325,4.55230833817107,56.5
2002,5.17438424984029,5.32638533541772,113
2003,6.06921098845739,5.85973482314013,42.5714285714286
