year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1935,2.65875316813856,2.01568697639815,96.3333333333333
1936,2.68154789512873,2.99613635344996,102.714285714286
1937,2.75298628672505,3.19384601601303,92
1938,3.02796834052504,2.66898513671844,84.8571428571429
1939,2.6618459130395,2.59835657263791,89.8571428571429
1940,2.84464252314871,2.81298173033525,94
1941,3.42973560377655,3.66182989530571,85.25
1942,3.00288114805623,3.50381942118075,87
1943,4.60161529783289,5.00877888193309,84.5714285714286
1944,3.97759025884466,4.02198845789442,80.8571428571429
1945,2.70214614959258,2.57977293801645,69.375
1946,2.32068564434188,3.00090594598722,63.25
1947,2.10851754619985,2.47917241835667,49
1948,2.77321645767388,3.13984140144049,42.375
1949,2.30933499505731,2.24276923749461,45.2857142857143
1950,3.17032641133201,3.05246701133414,74.4285714285714
1951,2.63182852563517,2.64754730401134,98.5
1952,3.13931805594884,2.6860107000339,65.4285714285714
1953,2.94202748431796,2.67745051489315,82.125
1954,4.28499639398565,4.71725133866591,94
1955,3.41114111170228,4.28309556253736,84.1428571428571
1956,3.19795981310066,2.85764999897051,96.7142857142857
1957,3.23363441868731,2.11077974209223,85.75
1958,3.56884884384482,4.44497509300028,97.2857142857143
1959,3.57679314850817,2.96199733544079,87.5
1960,4.00208868274737,3.99450950239394,90.25
1961,3.65749590751892,3.23740255136989,79.625
1962,2.98685589709185,3.20031217455986,63.125
1963,3.13341997599477,3.20662756193079,94.4
1964,3.53602087582986,3.30160438367881,90
1965,3.18103495763262,3.38237319615692,91.375
1966,3.80731162764139,3.74594322900212,101.75
1967,4.41406908193531,5.25556908313512,121
1968,5.5149713878662,5.95926310158764,156.125
1969,3.1131045920889,4.43161714491559,106.571428571429
1970,3.77289607053581,4.18289661261666,135.166666666667
1971,4.45052077507165,4.07699928102143,125.875
1972,2.47975055713112,2.41943052770571,108.166666666667
1973,4.22652306344438,4.87794499674743,123.142857142857
1974,4.59676002937456,6.50429093526611,128.428571428571
1975,3.25171666406354,2.73023415310669,97.8571428571429
1976,3.24813418772176,2.55359091226142,50.5714285714286
1977,2.37393156086415,2.64928792551713,66.7142857142857
1978,3.35367735063448,3.52291989252072,92.125
1979,3.07449738844181,3.31380252801913,71.375
1980,2.38973252873783,2.57480893639463,61.1428571428571
1981,2.69909964770712,3.45305652171389,62.5
1982,2.75676463368544,2.68536797376148,59.2857142857143
1983,2.94200816805068,2.27620696780167,55.2857142857143
1984,3.28796976087258,3.91135590802796,70
1985,2.99148547231434,3.928299552054,75.125
1986,2.89823491932037,3.69657191314329,69.125
1987,3.2348482005744,3.9651649122482,85.5714285714286
1988,4.00252038342887,3.99707301187505,121.142857142857
1989,3.79509791734498,3.53508612429634,106.875
1990,2.83994768247876,3.19932027364495,76.2857142857143
1991,3.79026180459194,5.071646099543,80.375
1992,3.04146506113053,3.15199506007819,67.875
1993,3.53308459538908,4.8043269755686,99.8571428571429
1994,3.50492864234011,3.40370114736019,134.4
1995,3.17429584032151,3.43426428454979,121.857142857143
1996,3.98180209753779,4.66250961853492,120.4
1997,3.15129094476313,4.03286503481564,116.4
1998,4.18756754160661,3.98000614964597,115.5
1999,3.43815942640428,4.49789191519548,120
2000,5.01257996879687,4.89846823140281,91.1666666666667
2001,3.4431033997696,3.97159201811295,79.2
2002,4.0027217540601,4.47107935307007,100.8
2003,5.36755928334409,4.23817633651491,51.6
