year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1978,7.28060963863158,5.66745547964193,297.2
1979,5.88193732186039,4.98177877651143,259.285714285714
1980,4.37091784742708,4.98255656070497,212.125
1981,3.8908527885268,3.66559276811048,166.5
1982,4.22405476197083,3.52015289234569,161.125
1983,4.94078250166609,4.81761358614451,96.625
1984,3.63644502126919,4.2020027849432,123.857142857143
1985,3.66844959243529,3.8717417429968,150.125
1986,3.41457011425485,3.85026872249937,113.142857142857
1987,4.01105877274299,3.94925956753558,137.142857142857
1988,6.94555911810205,5.99994895736224,205.375
1989,5.26190541050693,4.82804652097179,117.625
1990,4.70067956121229,5.13382359217983,102.375
1991,3.35461123320872,4.19580435536165,78.75
1992,5.50747804881546,5.37240079685368,106.375
1993,5.67938039540185,5.25184607373215,97.1428571428571
1994,4.35395771859636,4.09694831569501,98.125
1995,5.1544070592922,4.56437780770231,179.571428571429
1996,6.94251151751683,6.54139117566185,201.5
1997,8.34446951225025,9.13933342466987,208.25
1998,5.10555083861368,5.8264005397521,140.25
1999,4.60706137862418,6.17716316069565,150.25
2000,5.76225801873047,6.92977760269111,135.375
2001,4.88343376846912,5.00952011692837,109.125
2002,4.92148379815989,6.15365851433709,119.125
2003,5.56548124244726,5.14194015576987,47.8571428571429
2004,5.71168339376857,4.47708707897952,71.3333333333333
