year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1981,4.28071331504353,4.38450259721496,244
1982,3.99711707699672,3.63708894658434,257
1983,5.14793775317828,3.81144432657282,210
1984,3.72325129331958,3.6311879763291,205.75
1985,3.18738233415417,3.75675710373352,164.125
1986,2.90182854980151,3.21626305882637,153
1987,2.44582603186564,3.57222833275325,129.714285714286
1988,4.50083742136378,5.36418771859638,157.666666666667
1989,4.15148530055734,3.97416257343329,167.857142857143
1990,3.09329578392885,4.01593112114322,151.5
1991,3.28746020940032,3.76331712006122,142.125
1992,3.73605462591214,3.61889125472398,166.142857142857
1993,3.33440167277219,3.98505944812605,132.5
1994,3.34615498768039,3.42789690678716,116.285714285714
1995,3.96510097710377,4.24490980188898,192.142857142857
1996,5.26843882855494,4.64911797423234,178.333333333333
1997,4.48173990891848,4.55906841097811,220.25
1998,3.78331413485125,4.53006449073765,164.5
1999,3.60440329913971,5.56983215302617,159.625
2000,3.83917694422356,2.9690795780475,122.714285714286
2001,2.54146750944949,2.56999632420927,91.5
2002,3.12166168759953,3.332330638427,115.833333333333
2003,2.19942117737882,2.31007265750936,40.4285714285714
2004,2.81288838895707,3.341070706659,68.5
