year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1962,3.46441494955444,2.67015454573025,82.3333333333333
1963,2.75773255739161,2.96112857510853,138
1964,2.65950217061765,2.09923197511441,104
1965,2.78403283599018,2.43334605601031,125.333333333333
1966,3.72756962889438,3.59734829223311,159.333333333333
1967,3.90281682058081,2.71727247022158,173.666666666667
1968,3.77049461358146,3.4878632636828,179.666666666667
1969,2.36413937129022,1.9531496906863,120.333333333333
1970,3.46017813935387,3.00309112649294,136.666666666667
1971,3.9326375626787,4.30223664461199,147.666666666667
1972,3.60968004338156,2.83362190242516,137.666666666667
1973,4.43806145696032,4.19681867347412,141.333333333333
1974,2.72758205580256,2.89488118185579,135.666666666667
1975,6.06136420849148,4.76766110224883,125.333333333333
1976,5.23718267924761,2.93517574490254,64.6666666666667
1977,3.84473817054836,2.13565566831019,111
1978,4.17519646103342,3.46424123511238,162
1979,3.19555820683015,2.65848255711687,131.333333333333
1980,3.18736083716659,2.7594588560883,122.333333333333
1981,5.26344377770408,4.19061812295915,182
1982,5.09445953705271,4.87679823960565,221.333333333333
1983,6.92525969617208,4.18145236663023,174.666666666667
1984,5.608129988629,4.4990697089593,188.333333333333
1985,4.79640919641504,2.99925569924165,198.333333333333
1986,3.41895120216726,3.37955461185166,171
1987,4.04841311878958,3.48831104354801,246.666666666667
1988,6.39982654131723,3.39681878420164,328.666666666667
1989,4.92102168355557,5.04936810238362,217.666666666667
1990,5.02755591382594,3.74193195328433,198.333333333333
1991,3.02443761442039,3.23833895473503,142.333333333333
1992,2.61600173161091,2.56289571021159,89.6666666666667
1993,4.95090190774511,5.50848705428784,162.666666666667
1994,5.68884417253282,4.8062584187455,246.666666666667
1995,2.56442009001941,2.54407357470965,195
1996,6.81287384760785,4.93098877003648,196
1997,5.9237888838783,5.31153844833954,224.666666666667
1998,4.25528583189509,3.49725789462531,162
1999,5.05195986202125,4.14767589544838,255.666666666667
2000,7.21952841294793,4.62592648108125,233.666666666667
2001,3.22458195266966,2.53981338217176,184
2002,6.6489086808815,5.15096199870731,241.333333333333
2003,5.77420251549099,5.07720145398568,80.3333333333333
