year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1921,3.50475092267836,3.33830285984222,54.3333333333333
1922,3.4777089208944,3.50972140057596,48.6666666666667
1923,3.01570704497728,2.7055150682054,54.6666666666667
1924,3.18447633395159,2.72532592488505,70
1925,3.593480397007,3.86626377523441,76.3333333333333
1926,2.5071577331264,2.36644820597921,81
1927,3.36332492494851,3.62890304835021,101
1928,3.10061559111615,3.0071327560824,69.5
1929,3.76059720047265,3.42320346025453,76.25
1930,5.06382469996457,4.33364787987191,91.25
1931,4.02023667413328,3.87363210039351,90
1932,4.00400203357964,3.59145257060076,92
1933,3.85340509393163,3.56412720884984,94.5
1934,4.92762826811676,5.06070061904805,59.6666666666667
1935,4.02474967778973,3.64915690088664,60.5
1936,3.50647002503029,3.84306199276605,65
1937,4.15644181866657,3.57830319130888,64.5
1938,3.59640553145409,3.18773217834358,73.3333333333333
1939,4.24053830210171,3.86320045099832,75.6666666666667
1940,3.43845745777869,3.32336874923173,66.3333333333333
1941,3.87642542211419,3.80706142939092,47.6666666666667
1942,3.67653238800564,3.67857269551607,53
1943,4.6695881628392,4.90050055998215,61
1944,5.04558949193501,4.56059626417466,56.75
1945,3.46256725425784,3.18448817330481,43
1946,3.75884438334688,3.85105379861944,78.5
1947,5.53280803565637,4.87173376637503,45.25
1948,4.24750732381683,4.58333968030417,62.25
1949,2.68497348843151,2.35358181005807,41
1950,6.6140542994321,5.37067482446028,60.25
1951,3.55450899371715,3.66670790013363,81.6666666666667
1952,3.84174196910448,4.10166728858954,40
1953,3.35530378854953,3.58511257626403,51.3333333333333
1954,6.48095677895904,6.12766892556184,70
1955,4.48912465143193,3.87763978380947,50.25
1956,4.84979139546027,4.61164976608921,53.75
1957,4.68992520333099,4.24611850778336,45.5
1958,5.84138974150716,5.27236205762475,48.5
1959,5.23899973217903,4.42567545362955,43.6666666666667
1960,6.17078709360929,5.40227462567532,51.25
1961,3.27013544547277,3.06172607947943,42.75
1962,4.76949263119361,3.85388071850663,30.75
1963,3.84587265988555,3.44850358704433,59.5
1964,3.30485250043611,3.01611648624711,36
1965,3.8054097549239,3.88350613987079,46
1966,3.71700169086448,3.77845981874572,61.5
1967,3.94207943735363,2.8683732725047,58.5
1968,4.71277154154021,4.27978959463989,92.3333333333333
1969,3.86898101211168,3.09650931060251,64.5
1970,5.83872396202388,6.24994232258948,85.25
1971,4.27582470410485,3.80902398023486,79.75
1972,4.27173601318256,3.8407141524162,99.5
1973,4.7949900751068,5.01314949196793,87.5
1974,5.33509361452782,5.03358785664146,90.75
1975,6.14083465014325,4.46095654183421,83.3333333333333
1976,4.04184363296799,3.74379964874821,42
1977,5.39316869768,4.77827033542448,75.75
1978,4.69092484611746,3.89263294381953,77.75
1979,4.61655614574706,4.37849965945416,46
1980,4.28588877635162,3.74464513884342,54
1981,4.14114146988925,3.25106541921775,53
1982,5.06540379477464,3.98432990163002,74.6666666666667
1983,4.0690984057353,4.30220587748648,61
1984,6.21417218982526,5.43372877382961,97.5
1985,4.74564342429373,4.18505719187737,91.75
1986,5.20586805915149,4.860000875807,86.25
1987,5.03439966914091,4.71700734079737,113.75
1988,NA,NA,NA
1989,5.24732799815158,3.99846731176456,101.666666666667
1990,4.45765907910144,4.22106553187309,91
1991,4.84460549243707,3.7293505464791,86.75
1992,7.99438288086469,6.96293224385791,70.75
1993,4.99982455591297,4.72741341013569,101.75
1994,4.78475835586586,3.54255097415426,88
1995,5.57019169028496,5.29762245219729,101
1996,4.00466282070319,4.18528196369593,88.25
1997,7.18232505484913,5.49889459586929,118.75
1998,5.55924094255873,5.61492439995498,98.5
1999,5.13675745049319,4.1206238585647,111
2000,6.49159728611402,5.50589760034256,67.75
2001,4.333402462557,3.9370030976337,63.5
2002,4.00353203565945,4.21479474864913,89.25
2003,4.63857480938539,3.53439010646345,34.25
2004,NA,NA,NA
