year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1959,NA,NA,NA
1960,5.29778523123391,4.91254994119248,176.75
1961,5.29075890688686,4.51919403925848,282.714285714286
1962,5.30268519754898,4.66236590156738,106.333333333333
1963,7.21411084147444,8.22267277927187,238.571428571429
1964,5.75676429021028,4.34189516388625,143.857142857143
1965,3.89471894095536,3.97026076963971,130.285714285714
1966,6.49191313270226,6.7067443656019,169.333333333333
1967,5.2699680915107,5.84076471212436,188.571428571429
1968,5.65892019383483,5.50596558156958,170
1969,3.98586218927646,3.66869053069095,131.5
1970,4.33255439988743,4.33028417304378,123.5
1971,4.57885920331419,4.35877995123395,121.833333333333
1972,4.85150600856595,4.55797122108739,137.833333333333
1973,4.36441009024893,4.92683324327118,151.5
1974,5.96782553543244,5.50378133865429,164.666666666667
1975,6.06361627543233,5.23330919112689,176.4
1976,6.90430450925095,4.87528703393509,90.3333333333333
1977,5.6632615265958,4.90903161191571,72.2
1978,4.35215253402975,4.59263146035908,120.166666666667
1979,6.45836265729824,5.81427049638158,125.166666666667
1980,5.79230693305138,5.31670721653903,162.4
1981,4.35871010980121,3.85314675416634,117.333333333333
1982,7.15183609937619,7.12561631243807,122.166666666667
1983,5.67334956344961,5.02893766593778,96.4
1984,6.00625307589599,5.71514102945745,138.6
1985,3.70137282649343,4.02335776875942,117
1986,3.8386020864882,3.24319951347789,112.8
1987,4.41174469010994,4.20051733719079,117.25
1988,6.26170957678183,5.93346963420508,145.5
1989,6.94434188330086,6.54760815232488,126
1990,8.85565645074841,8.02619793626307,166.25
1991,5.25138627710288,4.62863526942296,115.25
1992,5.84075871421103,5.84973216021193,58
1993,11.2614547082497,10.6493234383512,106.25
1994,5.35715139822865,5.11723461409537,136.5
1995,5.34111835740664,5.55608515264132,129.833333333333
1996,8.21532994040967,8.02238864071012,138.833333333333
1997,15.2554216910036,15.8101503557839,170.166666666667
1998,7.92779038887136,7.62388264236158,105
1999,3.9817855936071,3.85054489655001,102.142857142857
2000,7.04463204374733,6.85612416689983,119.5
2001,4.84421943907357,4.53232886166989,81.4285714285714
2002,4.3080900228049,3.89562890409933,86.5
2003,7.17664935459279,6.24048673510221,31.5
2004,NA,NA,NA
