year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1959,NA,NA,NA
1960,2.61287306258313,2.40954320863564,146.75
1961,2.92049632444141,2.68318464416709,154
1962,2.03290941503813,1.67831925492489,94.5714285714286
1963,2.13093305224277,2.52471057142222,102.714285714286
1964,2.09198970022151,2.19325109053831,79.625
1965,2.09259228751767,1.8720316358111,90.2857142857143
1966,4.01794502991016,4.36806115050724,136.25
1967,3.4433267851762,2.98512885375376,136.428571428571
1968,3.57255114687697,3.15738896697963,177.25
1969,2.43387652527916,2.71751146207656,176.428571428571
1970,2.66509747096882,3.84718771502856,170.75
1971,2.3245053894537,2.09364383695433,141.625
1972,2.69791601909798,2.4653633194826,140
1973,3.4486449842315,3.29151627724496,121.857142857143
1974,2.29651669911324,2.47026695334461,137.375
1975,3.99365424036183,4.93505239582537,185.333333333333
1976,5.79624010155594,2.62505510581533,132.25
1977,2.98338777520605,2.18921220213848,164.625
1978,4.03321362093019,3.78246888707514,195.375
1979,3.73076267876254,3.25708198023604,172.375
1980,2.44588388043447,2.67715040531911,186.625
1981,3.49132747900818,2.69136494250751,150.571428571429
1982,3.0189095162445,2.85496864010281,154.625
1983,3.77343018732212,2.6929803413697,170.166666666667
1984,3.7652268372707,3.92678691174861,188.4
1985,3.25650779291593,3.4415747119965,178.4
1986,3.78631846171529,5.18397389833279,195.875
1987,3.74709166044318,3.06802414966515,177.833333333333
1988,3.82932834690375,3.73580567439021,192.857142857143
1989,2.78881727279661,3.4114949660734,143.875
1990,2.79953424548537,4.29674177248861,126.8
1991,3.4764390359017,2.83260582846356,138.875
1992,2.59027454481358,3.01911972210962,67.6666666666667
1993,4.04287458059358,3.76332438680832,145.6
1994,7.11553364744101,4.27463322626548,153.75
1995,3.6464286928288,5.06303244976082,161.833333333333
1996,4.13092499706183,5.08708558105902,199.4
1997,4.2690350207339,3.80721226575466,176
1998,3.29944054572454,3.38984568761742,133
1999,3.05967301637829,2.84927457806552,112
2000,4.08758510681048,3.00418027598448,74.2857142857143
2001,2.34917869209253,3.28729205942876,99.625
2002,3.99363435751383,4.03052702895657,116.714285714286
2003,2.14747144237852,1.97902551465101,49.6666666666667
2004,2.47635963378164,2.21188417448787,76.1428571428571
