year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1975,5.30105416676888,6.27587716260709,218.666666666667
1976,5.06099202063164,3.16284813489202,132.6
1977,5.3668935200122,4.80053345194843,168.6
1978,4.72341992160382,6.34480017787936,193.285714285714
1979,4.45064628989489,4.36286140370077,167
1980,3.72335468343905,4.36753138443006,186.571428571429
1981,3.66363246604447,2.97028845131816,152.166666666667
1982,4.14253424390492,4.41998990086606,168.666666666667
1983,4.09255831138902,3.53340205781887,152.4
1984,3.62465447749375,2.88937610276309,153.166666666667
1985,4.51175395679918,4.15462031080065,205.666666666667
1986,3.18616898187601,3.7931189079795,197.666666666667
1987,4.36896301571393,3.92460671493764,186.571428571429
1988,5.97506625718771,6.02399242446882,242.333333333333
1989,3.98103994576307,3.66865407371905,170
1990,3.61932701255512,3.43666123704724,114
1991,3.58203523572978,4.04135223094092,98.2857142857143
1992,4.96979325178834,4.79640731828441,94
1993,5.21296026048711,5.15291213352909,108.714285714286
1994,3.46929505221883,3.4430213473345,118.166666666667
1995,4.70716812182125,4.65871583726094,124.833333333333
1996,4.54710144519443,4.59142740565196,121
1997,6.45640045838933,6.85578691362352,137.714285714286
1998,3.33926749250401,3.99987605059215,89
1999,3.10772797596206,3.5710096279954,97.1666666666667
2000,4.47959616364381,3.64407727490126,63.8571428571429
2001,3.22658623129769,3.60250667369806,63.2857142857143
2002,3.35618779203672,3.98137312450385,75
2003,3.72254470846246,3.93686339267113,62.8333333333333
2004,5.31911789647856,5.24978917495643,142.666666666667
