year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1960,NA,NA,NA
1961,NA,NA,NA
1962,NA,NA,NA
1963,NA,NA,NA
1964,2.35367591542562,2.66683884596863,167.666666666667
1965,3.46949056644243,3.56498825090349,189.666666666667
1966,5.4910991842307,3.48689884082763,259
1967,4.66116681051348,4.2964366075517,280.666666666667
1968,NA,NA,NA
1969,3.61423987046525,2.90602710252875,198.666666666667
1970,2.65239784517356,2.52412764571273,216.333333333333
1971,5.32130855981904,3.62822927841774,210.333333333333
1972,2.49990130384126,3.28672475498862,192.666666666667
1973,4.46135464421554,4.1062543033726,194
1974,2.93095662152636,2.9401073685164,134.666666666667
1975,4.01773137242396,3.36776464169748,127
1976,NA,NA,NA
1977,2.15898968165567,2.01434226692577,76.3333333333333
1978,2.74494386307184,3.22529090106055,98.6666666666667
1979,2.53329121955927,2.96914381478076,44
1980,1.53949279923292,1.49358612695307,66.6666666666667
1981,1.93464844687971,2.21973177191302,68.6666666666667
1982,2.20638087596212,2.1625672143256,72
1983,2.18972036138085,2.15927245737562,75.3333333333333
1984,3.02133387939147,2.71300092256337,87.3333333333333
1985,3.47975833593109,3.44300848406563,63.6666666666667
1986,1.6622461773399,2.24411598124629,69.6666666666667
1987,2.41315756508867,2.66988347382583,71
1988,2.80599868446636,2.04232941470072,100.666666666667
1989,3.09857065684307,2.80565019471304,80
1990,2.86769546883386,3.23698918237294,117
1991,4.35278853759981,4.21508854574835,95.3333333333333
1992,3.03029858213333,2.84752020113661,79.3333333333333
1993,4.2445210824659,3.85308459650591,133.333333333333
1994,2.54374742572578,2.59737956229253,98
1995,3.0555376275844,1.98214862078475,93
1996,NA,NA,NA
1997,NA,NA,NA
1998,2.80468295804431,2.57030838537024,117
1999,4.16907489618421,4.49599908633011,158.333333333333
2000,5.92552849226028,4.07030962690746,90
2001,2.70547601238497,2.39926461922333,60
2002,3.0440557205883,3.1686788941926,81
2003,3.79309622142181,3.33068862695711,27.3333333333333
2004,NA,NA,NA
