year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1931,4.66890039662248,4.12541291256233,258
1932,4.34620836310665,3.61146760166855,248
1933,2.72788515633378,2.4550584274915,181.166666666667
1934,5.60700028972365,4.96164959738247,145.714285714286
1935,3.03918853393141,2.08944641165867,116.875
1936,2.93322082369189,2.88545333649197,162.125
1937,2.41439875882019,2.29376764635149,162.625
1938,2.83170757258414,3.18201146041426,149.625
1939,4.65097135758963,4.41336145387075,140.166666666667
1940,3.49245824113066,4.47757234997786,128.571428571429
1941,3.74912447676897,3.49341216508486,141.75
1942,2.99703623124536,2.90761027495775,165.5
1943,3.30124756245456,2.64256578203668,159.875
1944,3.42544272355908,2.94444002586645,128.25
1945,3.27761975278168,2.95368960641507,116.5
1946,2.75734712565253,3.36482182923263,119.25
1947,2.27577271204512,2.03183588183485,88.5
1948,3.35298083885372,3.6316574678193,135.375
1949,2.46294282589661,2.68865976347923,86.625
1950,3.13892545718221,3.46191712932296,132
1951,2.60978291230959,2.28558071734257,55.75
1952,2.43865410060613,2.55622553672515,76.75
1953,2.34151987151424,2.71809799874017,115.625
1954,3.95148077256618,3.95795705818615,121.666666666667
1955,3.14692760723078,5.03056621334899,153.625
1956,3.27655769097068,3.6263863058526,124
1957,3.75880824351311,3.09331680398835,101.285714285714
1958,4.15833373268492,3.65060184987292,46.125
1959,2.89235951219237,2.61614150814768,69.375
1960,3.3157980240198,3.54054656560209,96.125
1961,4.23296349931226,4.98638504142278,98.125
1962,1.85035485428261,2.48259262504259,44.875
1963,2.32283692173096,2.12837097531526,60
1964,2.23034957642039,2.85669006378773,45
1965,2.42195752511306,2.44300073833395,48.375
1966,1.83845000152356,1.93600184048166,37.1666666666667
1967,5.40588796726387,6.30490171243682,125.833333333333
1968,3.20754348849231,3.9152659920569,95.625
1969,2.82791851805464,4.19232827951585,70.4285714285714
1970,3.57309776458337,4.0336020503576,87.375
1971,2.14113398488169,2.12482665581151,35.625
1972,2.83359228935954,3.54088924666997,71
1973,4.10776479174645,4.96105426096149,91
1974,2.81418210919628,2.21393803686804,70.8571428571429
1975,3.17507957337007,2.91395463764849,80.5714285714286
1976,3.4169407739507,2.27719397516101,48.375
1977,2.59424096966801,2.20144849089709,44.1428571428571
1978,3.14861395487257,3.11233152720992,84.6666666666667
1979,3.3250349787679,3.86025068125395,82.2857142857143
1980,2.27093707161099,2.36834780948811,39.2857142857143
1981,1.93414136342153,2.29936429063352,32.8333333333333
1982,2.95922325593064,3.21660881445691,66.25
1983,2.26219243929062,2.64665728562308,54.875
1984,3.39107901488661,3.48662811206951,73.375
1985,3.53599173071433,4.54294133060293,92.1428571428571
1986,3.40332044599269,3.52188134163602,61.6666666666667
1987,1.92859884374644,1.74361223295672,46
1988,3.37798284566471,4.22464694987937,75.1428571428571
1989,3.70809381019891,4.38510298897768,112
1990,3.73760137747554,3.50445881802506,65.5714285714286
1991,2.37390561335587,2.79395221263828,41.625
1992,3.62482504584392,3.66924316640481,21.2857142857143
1993,2.31516807539649,2.50263144422202,31.5
1994,3.86229060633274,3.47228093857581,58.5
1995,2.52856315291966,2.85223875208003,71
1996,6.33918936200147,6.63920352717195,127.8
1997,4.52132127004796,4.17361746835715,188.428571428571
1998,4.08600468381197,3.43096623511898,65.2857142857143
1999,3.07098670423755,2.84810923858411,151.166666666667
2000,4.83855347956451,5.89366474517997,150.666666666667
2001,3.33261506799655,3.18801323757765,90.625
2002,4.28605924925305,6.49599468010952,152.142857142857
2003,4.31828467823951,3.93089746170775,42.5714285714286
2004,NA,NA,NA
