year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1935,NA,NA,NA
1936,NA,NA,NA
1937,NA,NA,NA
1938,NA,NA,NA
1939,NA,NA,NA
1940,3.53356618318345,2.83460287670392,177
1941,2.80835725223215,2.41292510001173,168.666666666667
1942,3.40544194706575,2.46403731875267,169
1943,5.39395836733732,4.41204635828693,187.333333333333
1944,3.51470116692533,2.3163644257441,143.333333333333
1945,3.09111170596472,3.12255836024229,141.666666666667
1946,2.55234856375936,2.47549791806473,150.666666666667
1947,5.45966660136273,4.26468515879509,121
1948,2.86246681181584,2.73831373420317,168
1949,2.97146025928307,2.21610143672905,135
1950,3.42392159786181,2.47098365576143,137.333333333333
1951,2.57513464695977,3.75258700751307,160
1952,3.0438185853368,2.92497594638799,140
1953,3.35689789369261,2.77065176515737,151
1954,2.7494408885286,1.81109180742126,109.333333333333
1955,2.0643075049632,2.28095030570859,124
1956,2.91373315408023,2.27337210858793,139.666666666667
1957,3.60418149611683,2.64338598451137,98.3333333333333
1958,2.30162108708798,2.50419124424405,80.5
1959,2.56829769498027,2.58149322129974,65
1960,2.80073187534935,2.35982263391866,64.25
1961,1.67293080653556,2.03736215494387,82.75
1962,2.71379693061709,2.81269006762798,61
1963,2.52116811763568,2.04807830562848,108.25
1964,2.50168061738751,2.2482660038069,48
1965,2.97203290420211,2.55911959724728,86
1966,3.14363293655055,3.56162260868158,111.5
1967,3.47055614243961,3.3639697183964,123
1968,3.93114500549209,4.47558875465582,154.5
1969,2.68149964013711,2.55541417754782,93
1970,3.21467036862843,3.03805730296381,132
1971,2.35434686882311,3.28364157435946,54
1972,2.71946129093404,2.54640127123867,114.75
1973,2.78340581631342,2.91722069438316,105.5
1974,2.52380142893131,2.36148258267317,104.75
1975,3.56848018469886,3.96789001501508,109
1976,4.8376570527169,3.58031766024967,62.5
1977,2.30966512114836,1.84309295959636,42.5
1978,2.40375484631696,2.28427368992507,103.75
1979,2.63020647468168,2.57918583598698,61.5
1980,2.60310077755715,2.24035235124183,53.75
1981,2.90100427932301,1.84867357870829,78.6666666666667
1982,3.40718608433275,2.90443147358938,63.5
1983,2.54901894569246,2.32152807221845,55.5
1984,2.33435306411139,2.0772653903898,73.6666666666667
1985,2.65668217243851,3.02973647254931,84
1986,3.62486276034571,2.40978422317867,121
1987,3.21049867432797,3.19193334690646,106
1988,2.77809646193935,2.80581905565669,119.5
1989,2.71883181768255,2.03353885660033,115.5
1990,2.59169748740916,2.43284025198353,79.5
1991,2.53737940049148,2.34562847914874,91
1992,2.14240610371825,1.8293266948953,26
1993,2.96914702403995,2.51962449363714,66
1994,3.40509295636794,2.46480161136655,80
1995,2.71927679670498,2.41433515778673,42
1996,5.06728115256278,4.15633841994072,67.5
1997,3.45222841085899,2.43217043757982,73
1998,2.98354518653788,2.31360317540872,25.75
1999,4.30625808180328,3.58313977237588,64.6666666666667
2000,2.29712819978133,1.64367947404303,29.6666666666667
2001,1.53541225314746,1.3667853683546,32
2002,3.35478937051013,3.17684097739485,116.5
2003,1.6082512631343,1.60779547166325,32
