year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1916,NA,NA,NA
1917,NA,NA,NA
1918,2.87440436612665,3.38222512022174,85.5
1919,3.04297017963848,4.22041712918826,117
1920,3.45119970047244,4.40568361198113,150.166666666667
1921,3.76284451424348,3.58540646570867,131.5
1922,3.37883393030018,3.77879144610454,138.285714285714
1923,3.07976622165858,3.2418600829678,91.875
1924,3.36698733660357,3.9651802283981,75.125
1925,4.21224893063674,4.90046201869393,93.375
1926,2.25091612078332,2.23262304535756,80.875
1927,2.91709391667028,3.42108299287152,112.375
1928,3.22093985835608,3.41614603497589,100.25
1929,3.7888840153277,3.76120804038908,62.25
1930,3.80663359229502,3.99776621387108,72.625
1931,3.19008319456961,3.04502091464139,92.2857142857143
1932,3.28283017143357,3.40800787291155,115
1933,3.21768192961478,4.85418105712706,110.125
1934,3.18009831216098,3.40766887610083,86.4285714285714
1935,3.05398346759623,3.15545730646642,85.125
1936,3.5869215720431,3.62104116972114,97.625
1937,3.39205689325688,3.4354330454554,94.125
1938,3.31269578747759,4.52539493063953,119.875
1939,3.79788659320383,3.71889455543902,131.125
1940,3.24739663146211,3.23327072579051,114.25
1941,2.90500891969772,3.10004164265514,127.571428571429
1942,2.96943477514414,3.11412707637183,110.875
1943,3.76023910497191,4.37341332431018,163.714285714286
1944,4.30231087754384,4.18234336244613,140.833333333333
1945,3.62537805007593,4.27893830153793,143.857142857143
1946,3.36111187830828,3.44229088425934,144
1947,4.7509116478826,5.07598685649554,139.375
1948,3.53636515152196,5.0013162713839,158.625
1949,2.93692030979502,3.92012208318067,122.375
1950,3.69247801241321,5.2883481317424,160.5
1951,5.03244680944016,4.64656695611716,85.125
1952,3.47261842156085,3.2507507903977,118.625
1953,3.52013549079786,3.90523237716135,152.125
1954,3.12238869573576,3.90863306009526,135
1955,3.18917143171427,4.50382852579007,121
1956,3.19977977382473,2.81508805071969,96
1957,3.75931669793849,3.16610371590676,114.5
1958,5.41480872127561,4.7421391534815,73.75
1959,3.42562244330726,5.18903709484049,116.857142857143
1960,3.56187945863485,4.71417289438887,125.75
1961,3.43180174564158,4.26986511834934,127.428571428571
1962,3.92836082515723,3.92632435428727,54.625
1963,3.52033467534721,4.38494845809919,109.375
1964,2.87651068010391,3.13465382655008,82.125
1965,2.89928753750652,2.91427544041443,98.125
1966,3.12821496814316,3.64256215140269,69.5714285714286
1967,3.06074599022074,3.46128774694179,110.857142857143
1968,3.04052643790135,3.51291287097111,90.25
1969,3.18276626772132,3.19455271974558,101.5
1970,3.91772541253694,4.16611115769113,123.25
1971,3.97886337424073,3.81501416115556,53.5714285714286
1972,2.96890174809161,3.40029338493036,89.7142857142857
1973,3.71220213339833,3.83826959917738,79.5714285714286
1974,2.80375686290295,3.142185510414,73.4
1975,2.98970173207786,3.97021925866253,75.5
1976,4.51138964542854,3.96087947225381,48.8571428571429
1977,3.98538471781593,3.89300330387649,66.2857142857143
1978,3.21386972346176,3.91816851902233,82.4285714285714
1979,3.22914099036597,3.20010845555055,68.1428571428571
1980,2.83315726644722,2.5827518128883,73.8333333333333
1981,2.65255175693481,2.68540208327834,70
1982,3.74221997371671,3.41688830588878,54.1666666666667
1983,2.99238427274992,3.2528023300953,65.5
1984,3.10855633419087,2.9138360683255,58.5
1985,2.25267008329431,2.79020253081657,58.8333333333333
1986,2.76975634674607,2.45706001885433,65.6666666666667
1987,3.35691557266615,3.41661647256385,44.8333333333333
1988,2.87099725615746,3.07255895573654,64.25
1989,3.43502529518709,3.96447124916939,82.3333333333333
1990,3.75182979504112,3.75619243558634,69.1666666666667
1991,3.32772373222887,3.34986179629381,57.6666666666667
1992,3.442918445798,3.11591607642436,33.4
1993,3.84036181614846,3.98163682834168,35.6
1994,2.02294734731803,1.61134827560457,31.75
1995,3.80781339596447,3.54581760235509,34.8
1996,3.36345602123484,3.4351112979126,45.6
1997,3.99260831639886,4.20549034364068,79.8
1998,3.33064785927808,3.65080432106292,55.2
1999,2.97042465739916,2.69968087084647,75.2
2000,3.37236634733471,3.11088496198423,64
2001,2.87131842053129,3.00475222307532,63.8
2002,3.07420557191148,3.02101698024331,101.8
2003,5.2391290079631,4.90685499997634,49
2004,2.87166787754477,2.47008396945483,75
