year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1970,5.80384921018861,4.30864187676809,211.75
1971,4.79758307524402,3.39830193826535,208.142857142857
1972,3.21925974391196,2.72761916577258,175.666666666667
1973,4.74075740568891,4.20114554568005,181
1974,3.5853228083539,3.03573912783682,161.5
1975,3.32986300315003,3.46707916352819,173.5
1976,4.69118704658645,2.84958531491337,122.5
1977,5.523017869054,3.10684775325996,178.4
1978,3.48846147466156,2.92673360409078,179.666666666667
1979,3.78837526658196,3.27251517765558,164.125
1980,2.08413092209115,2.05987087671887,145.75
1981,3.68801265745762,2.81206013815207,159
1982,3.94292380865582,3.11745825125634,157.333333333333
1983,4.6389923316735,4.25617477196289,123.25
1984,3.76175071840526,3.28799632657981,148
1985,3.35502800964042,4.053310551247,163.375
1986,3.24213825492535,3.43048825727029,146.571428571429
1987,2.96232423297115,4.07668370754183,148.625
1988,7.35809561921248,6.46835575171962,258.5
1989,5.32324087921285,4.69792537099986,207.571428571429
1990,3.87895183946681,3.10521634420755,209.285714285714
1991,4.88984192485677,4.51150783131936,182.75
1992,4.28387180458085,3.89478253904434,197.125
1993,8.43535626202532,5.64760384721256,230.142857142857
1994,3.16682990727423,2.79125837624728,159.125
1995,2.67416212431316,3.20695028854644,151.75
1996,4.41430318844512,4.36588435353249,151.571428571429
1997,5.08851015551794,4.16553841325153,161.125
1998,3.47869554889566,4.65156870759118,106
1999,3.64154481801079,4.33613318847266,175
2000,7.77584477446808,5.77938810366825,170.875
2001,3.73361848100966,4.00370934437113,168.857142857143
2002,5.62455852690931,6.95052959271152,212.75
2003,3.16406473559745,3.12703151390853,79.8571428571429
