"year","GD"
1989,0.614403806106895
1989,0.628457294280386
1989,0.640523635709194
1989,0.650628417713037
1989,0.657816127954298
1989,0.65942244531075
1989,0.655496046258382
1989,0.651239032147076
1989,0.650943624826978
1989,0.653853418095751
1989,0.65920676446556
1989,0.666926090845859
1989,0.672345712165284
1989,0.677913552266121
1989,0.684239893886471
1989,0.692399969988159
1989,0.696236488899069
1989,0.695790213419056
1989,0.722424571768215
1989,0.7535251640237
1989,0.769716329667614
1989,0.782468712289056
1989,0.793710131406951
1989,0.801987344252549
1989,0.810005881050826
1989,0.817418608636376
1989,0.825394383289336
1989,0.833516377683096
1989,0.833491808111137
1989,0.837472049444852
1989,0.839223376273859
1989,0.843227472963352
1989,0.844574349198991
1989,0.845056571009923
1989,0.844168559789072
1989,0.844349228631025
1989,0.845260284341676
1989,0.84923827668802
1989,0.849976407266778
1989,0.84473990480554
1989,0.834297061299438
1989,0.835597967758808
1989,0.846607494156342
1989,0.855036399815224
1989,0.858080985325722
1989,0.859064332370658
1989,0.857513278781251
1989,0.856539577782596
1989,0.857174964954851
1989,0.858338729120169
1989,0.862263282215592
1989,0.870532413748634
1989,0.878178984143017
1989,0.878236949532319
1989,0.874946510762964
1989,0.871366358690997
1989,0.869331708808761
1989,0.86957936881721
1989,0.872481754494694
1989,0.876393991910756
1989,0.87898172138008
1989,0.891170542065085
1989,0.902408724573827
1989,0.910595595617212
1989,0.919063146902954
1989,0.923285224051219
1989,0.924122273255189
1989,0.922542928228296
1989,0.92063875810861
1989,0.919557956547094
1989,0.917414273356969
1989,0.911204909056765
1989,0.906285097202038
1989,0.909541054871185
1989,0.915036888591097
1989,0.916561654601582
1989,0.922662856653557
1989,0.928794401974099
1989,0.937330655317701
1989,0.949141533523149
1989,0.959126197486839
1989,0.966945778638274
1989,0.972775139539514
1989,0.974767592575631
1989,0.974943879169628
1989,0.984119735441163
1989,0.993915797599231
1989,1.00053950442173
1989,1.00379736368481
1989,1.00419625874195
1989,1.0015700902019
1989,0.996737092099498
1989,0.994877610116686
1989,0.997666694129832
1989,1.00389003617584
1989,1.01424893925219
1989,1.0283903636633
1989,1.04556379326975
1989,1.06345138260766
1989,1.076879245702
1990,0.51351966737464
1990,0.514986814614305
1990,0.518655780414012
1990,0.525385489932259
1990,0.5341362130712
1990,0.547893236595556
1990,0.565121880761294
1990,0.583333217624962
1990,0.599454369370113
1990,0.617394239443937
1990,0.635091923179006
1990,0.653047065431703
1990,0.668280119991449
1990,0.679884659773011
1990,0.692140692892331
1990,0.701858714918713
1990,0.708615879211102
1990,0.714564642538906
1990,0.719632333198112
1990,0.721520824647295
1990,0.71855673203552
1990,0.714975274602614
1990,0.711297369808238
1990,0.710044545430935
1990,0.710968069437716
1990,0.70893580559637
1990,0.704507419542781
1990,0.701964970737987
1990,0.702013887005398
1990,0.707435294865216
1990,0.720690409032467
1990,0.735752379724719
1990,0.748903471082641
1990,0.759507055952732
1990,0.768184865955445
1990,0.776837399977554
1990,0.784095370383899
1990,0.794050732672936
1990,0.80957159182642
1990,0.819369042169848
1990,0.827983493803502
1990,0.8387615275507
1990,0.849775186796741
1990,0.855062706276713
1990,0.858322634688861
1990,0.862983253289131
1990,0.869709020661827
1990,0.872675712255815
1990,0.86889944545098
1990,0.866190724931649
1990,0.868402387353789
1990,0.872356812400875
1990,0.874234029054185
1990,0.873281453635923
1990,0.873597518556169
1990,0.878051621431292
1990,0.887336122254293
1990,0.893645015418051
1990,0.890587661556887
1990,0.896120374513711
1990,0.906347278715552
1990,0.922050370733243
1990,0.933485955581807
1990,0.942132764753158
1990,0.950465228491633
1990,0.954568000840883
1990,0.958254264007916
1990,0.964548669730454
1990,0.97232147140678
1990,0.976652742640877
1990,0.980262849083513
1990,0.986991974130377
1990,0.992693445983267
1990,0.996736068641514
1990,0.997516909372964
1990,0.993079240171381
1990,0.986856607589967
1990,0.981462133234862
1990,0.977066997677613
1990,0.973004858224509
1990,0.972874786431153
1990,0.977732982404775
1990,0.985015200318881
1990,0.991457822282373
1990,0.995230547197513
1990,0.998021526769132
1990,1.00170106134478
1990,1.00558582611821
1990,1.0079348193681
1990,1.00866677755728
1990,1.00861822307208
1990,1.01037434104882
1990,1.01541956418247
1990,1.02463611937598
1990,1.03730141083621
1990,1.05230640299872
1990,1.06790348590471
1990,1.08551051193123
1990,1.1008536275923
1990,1.11036913234772
1991,0.538388395081852
1991,0.541591896930864
1991,0.544707337100836
1991,0.547898920522892
1991,0.553004286093749
1991,0.56009334171752
1991,0.56591205681753
1991,0.570633032415491
1991,0.579048273418533
1991,0.589376691698799
1991,0.59898345766429
1991,0.612663604003669
1991,0.627739617896097
1991,0.645722946180021
1991,0.657430600483002
1991,0.670738625536566
1991,0.680349391898263
1991,0.685588393585646
1991,0.704031243357674
1991,0.710673826890879
1991,0.719192453501261
1991,0.724675443638919
1991,0.730465358234128
1991,0.739917614639236
1991,0.750611755955351
1991,0.758451348460343
1991,0.768187368403718
1991,0.779903871393189
1991,0.788614238567895
1991,0.796296980968385
1991,0.807285115644731
1991,0.820557079233482
1991,0.831922570062614
1991,0.837457357495175
1991,0.837543993053802
1991,0.836134867312054
1991,0.838085309021561
1991,0.841512265523453
1991,0.846924789849491
1991,0.857232758552538
1991,0.870182878756571
1991,0.880786412485826
1991,0.884826345805268
1991,0.885026238868147
1991,0.88609094325625
1991,0.888446460580638
1991,0.895119353490743
1991,0.905345171184615
1991,0.917111735555816
1991,0.924820933632827
1991,0.924847682277132
1991,0.921912129346728
1991,0.921033135752588
1991,0.92551407017111
1991,0.933478270202291
1991,0.941006624762183
1991,0.943791428062065
1991,0.943353532057411
1991,0.941971023060252
1991,0.941888220728641
1991,0.944563867648921
1991,0.950947921931491
1991,0.958513327157463
1991,0.965008068093269
1991,0.967954156193081
1991,0.969522432113189
1991,0.972780852944321
1991,0.976202349624271
1991,0.978190498373064
1991,0.978679603665682
1991,0.979121586105359
1991,0.980861369705329
1991,0.984735429151786
1991,0.989256182266092
1991,0.990700907394688
1991,0.99101440541604
1991,0.996811966308062
1991,1.00637111726803
1991,1.01874075889813
1991,1.02601424531399
1991,1.02381662634729
1991,1.01958434234185
1991,1.01255473244704
1991,1.00847921053612
1991,1.00311412173884
1991,0.996197822463858
1991,0.989177499244509
1991,0.982225377332875
1991,0.980310875195443
1991,0.981704681923727
1991,0.984736341301349
1991,0.988960767478047
1991,0.994295142578068
1991,1.00268341008838
1991,1.01453912941743
1991,1.03012936353494
1991,1.05274951687867
1991,1.06626578831484
1991,1.04139571545742
1991,1.03029182913049
1992,0.677653270242236
1992,0.685128135532782
1992,0.6965475651439
1992,0.709186314170487
1992,0.721419528721632
1992,0.729571500526809
1992,0.73295233310371
1992,0.734962816178749
1992,0.739333274689826
1992,0.74228068783197
1992,0.742029074991971
1992,0.73919077716147
1992,0.734305859519437
1992,0.730495327307396
1992,0.728400192170162
1992,0.726652956808873
1992,0.723222402058209
1992,0.720628243714447
1992,0.720336168409519
1992,0.720197315482774
1992,0.718573332247952
1992,0.716855813743845
1992,0.715344699212811
1992,0.718020782940839
1992,0.724782375485538
1992,0.734677965416115
1992,0.746546353015535
1992,0.759390901568815
1992,0.767821725477523
1992,0.770326655944374
1992,0.769876792837852
1992,0.771956032353184
1992,0.777838125832371
1992,0.785545783138006
1992,0.792752837830953
1992,0.800199824363641
1992,0.810325238035625
1992,0.825036076197321
1992,0.840697250014054
1992,0.851800443138892
1992,0.858589166786353
1992,0.860257350298742
1992,0.859386657467428
1992,0.858966594169222
1992,0.857453285886735
1992,0.857450669932134
1992,0.863353254315968
1992,0.87038168245294
1992,0.875448401856151
1992,0.880709279069099
1992,0.889306785199431
1992,0.898356958275388
1992,0.906364527326869
1992,0.910665982497292
1992,0.911256045927203
1992,0.911206803810581
1992,0.912525094181799
1992,0.914456745458952
1992,0.914789237709936
1992,0.914027393939033
1992,0.914775010895116
1992,0.91727321133587
1992,0.921709442497631
1992,0.928170090453139
1992,0.93871186082024
1992,0.95137410611895
1992,0.958679872139021
1992,0.961576065270243
1992,0.962874661370577
1992,0.964485891027476
1992,0.966906543475361
1992,0.969876421081578
1992,0.966900183638226
1992,0.962744878265942
1992,0.961292118013763
1992,0.960884875284095
1992,0.957684834707203
1992,0.950531753602926
1992,0.940516831880869
1992,0.934157405272553
1992,0.928899053419563
1992,0.926584562041614
1992,0.927783542144979
1992,0.931782828154905
1992,0.936838879435848
1992,0.938766451502264
1992,0.941162711076454
1992,0.945341397708491
1992,0.950087754591879
1992,0.955890899228186
1992,0.964206382165446
1992,0.976926430923948
1992,0.992073020447749
1992,1.0074281323034
1992,1.02266896850788
1992,1.03821999549415
1992,1.05372770794556
1992,1.0708308823336
1992,1.04524273456745
1992,1.00666653780864
1993,0.616724887359569
1993,0.6282218280232
1993,0.638828936455815
1993,0.648130191386523
1993,0.658396823404959
1993,0.670013340695524
1993,0.683056569810178
1993,0.696755554581584
1993,0.711325748825645
1993,0.729135776157269
1993,0.743882982617564
1993,0.755068120954899
1993,0.760093543884209
1993,0.76131040301116
1993,0.760879988235827
1993,0.761015008693971
1993,0.763777784136298
1993,0.768366552720466
1993,0.774140366353354
1993,0.781458944767361
1993,0.789704032492559
1993,0.795476982153054
1993,0.800771494372595
1993,0.805919988029706
1993,0.809591974261095
1993,0.811549596356912
1993,0.814155688263839
1993,0.817625877059558
1993,0.818983456992362
1993,0.818392814647082
1993,0.821262981376284
1993,0.824219237283117
1993,0.826078601850886
1993,0.826851064778378
1993,0.829761520595627
1993,0.835039760461812
1993,0.843690226707051
1993,0.853510693844409
1993,0.858282975466879
1993,0.860404975826342
1993,0.862686018757973
1993,0.864164931990983
1993,0.872211992241492
1993,0.881784745959566
1993,0.886100476452337
1993,0.890321804464813
1993,0.89456884602197
1993,0.902343342520952
1993,0.904124359917021
1993,0.904329684951754
1993,0.903994106092943
1993,0.900898379651575
1993,0.894852699267382
1993,0.887924317109469
1993,0.882830631727289
1993,0.882111571421004
1993,0.887385221615482
1993,0.891443938899151
1993,0.896062221586839
1993,0.90767224124831
1993,0.920645484314618
1993,0.93131488647154
1993,0.935734024430366
1993,0.939641566803864
1993,0.944259413615856
1993,0.953291335236069
1993,0.960526756043923
1993,0.957771891835655
1993,0.950232652119261
1993,0.944671103335232
1993,0.943346018802015
1993,0.944138816462366
1993,0.946311254847165
1993,0.95061438583111
1993,0.959598383317026
1993,0.962408290012144
1993,0.968760881705546
1993,0.967885535716597
1993,0.963775720596904
1993,0.957333753668257
1993,0.948942806520817
1993,0.943755827686547
1993,0.942867422911224
1993,0.942819866773958
1993,0.940994533188959
1993,0.937314578287834
1993,0.932824136939482
1993,0.931907617960715
1993,0.935063519758305
1993,0.942363271381347
1993,0.954522309707363
1993,0.97095797487437
1993,0.986313739845432
1993,0.997793090793107
1993,1.01019059348572
1993,1.02772640183747
1993,1.04430229926354
1993,1.05650885781864
1993,1.06426983686653
1993,1.07049627225715
1994,0.505561674508333
1994,0.525318154321335
1994,0.543028034237
1994,0.553173455140443
1994,0.55613600853115
1994,0.566615148454804
1994,0.580924435122692
1994,0.59304055885775
1994,0.604596749633413
1994,0.618910871556938
1994,0.633346505085318
1994,0.647746137108235
1994,0.660491334403492
1994,0.675451031417141
1994,0.695415756303817
1994,0.716559994794138
1994,0.735801719690039
1994,0.751404613562765
1994,0.763306309666996
1994,0.772393184597521
1994,0.780942038874031
1994,0.790903259190255
1994,0.802281503261515
1994,0.814170205604332
1994,0.8243767061792
1994,0.837215696245794
1994,0.847157258374733
1994,0.852127083840399
1994,0.853210169863208
1994,0.852869586033947
1994,0.855569149703092
1994,0.863180599368218
1994,0.873599548956812
1994,0.884883381333335
1994,0.894027401164142
1994,0.910905994227389
1994,0.91606994717176
1994,0.915578425365942
1994,0.921688882764743
1994,0.929917821511036
1994,0.936309309096997
1994,0.936999792970532
1994,0.93468369285935
1994,0.931798657460887
1994,0.936045832350498
1994,0.941678235994268
1994,0.945215696795583
1994,0.950808139383791
1994,0.950056421947613
1994,0.953543829840609
1994,0.960507903520469
1994,0.962563638380877
1994,0.958429548104045
1994,0.95241322771316
1994,0.946832440795714
1994,0.941765670932307
1994,0.933715392264743
1994,0.92444580776294
1994,0.926768225715716
1994,0.926344397907109
1994,0.926483612062596
1994,0.93051540951825
1994,0.936853515027647
1994,0.942514076148758
1994,0.957881209055901
1994,0.965264142977165
1994,0.970996661644856
1994,0.972183634092386
1994,0.972887563134518
1994,0.977498253134961
1994,0.984058527744872
1994,0.990258865721467
1994,0.992483349638178
1994,0.994990379147873
1994,1.00122089609366
1994,1.007163114225
1994,1.01080505951463
1994,1.01240698220661
1994,1.01247942071378
1994,1.00879364877568
1994,1.00288672206749
1994,0.996848281529903
1994,0.988749247355667
1994,0.981515094909734
1994,0.97676733184219
1994,0.973030701936312
1994,0.970964887325447
1994,0.980295877095283
1994,0.993191353888053
1994,1.00609055682242
1994,1.0200450873375
1994,1.03427140182291
1994,1.05288575152734
1994,1.07655538863533
1994,1.0989180700755
1994,1.11753428150833
1994,1.13307914898882
1994,1.14521060469447
1994,1.15459594307149
1994,1.16010658776214
1995,0.441897731577871
1995,0.433126404052356
1995,0.424418202643177
1995,0.419221823591135
1995,0.417083404226259
1995,0.416772553340949
1995,0.419095702219991
1995,0.424443151049733
1995,0.43590886381351
1995,0.456304959610457
1995,0.482461651644483
1995,0.512285197337985
1995,0.54158752972233
1995,0.561681887320452
1995,0.579058712626034
1995,0.601146315745172
1995,0.620794759879428
1995,0.638870021823465
1995,0.653512067115052
1995,0.66293854926314
1995,0.667820413803881
1995,0.672321047366914
1995,0.679201026708366
1995,0.68955475275286
1995,0.703265078502711
1995,0.719191007930183
1995,0.737812233777736
1995,0.754395801542267
1995,0.768915993118087
1995,0.780125323374051
1995,0.787036679488519
1995,0.790087693008563
1995,0.79554402617216
1995,0.806250096308877
1995,0.821782444469904
1995,0.83278160406447
1995,0.844744472802447
1995,0.857963671515243
1995,0.860487193428706
1995,0.857722614201485
1995,0.863139665732854
1995,0.871116751785015
1995,0.879627421101769
1995,0.889898531606807
1995,0.893866795138226
1995,0.897492614065822
1995,0.899346006708698
1995,0.899905884735065
1995,0.898305359184361
1995,0.89407480041197
1995,0.88924947337745
1995,0.885570892604465
1995,0.881212164344893
1995,0.876204659220759
1995,0.863111039750425
1995,0.87260117621159
1995,0.8802279069449
1995,0.886318742443202
1995,0.892021412230164
1995,0.900088243228429
1995,0.904165527510342
1995,0.911923365892351
1995,0.917185565954271
1995,0.920211556123718
1995,0.92641371481346
1995,0.937186188869921
1995,0.951084460677886
1995,0.964678677001412
1995,0.975173844949462
1995,0.978945124520363
1995,0.979912133973561
1995,0.981071565349267
