"year","density","characteristic"
2001,0.139478510497572,179.714285714286
2001,0.142968598671213,179.714285714286
2001,0.148861302462267,179.714285714286
2001,0.154328575239237,179.714285714286
2001,0.158886442232327,179.714285714286
2001,0.161687519800273,179.714285714286
2001,0.163417310655859,179.714285714286
2001,0.164866266442127,179.714285714286
2001,0.168164091066747,179.714285714286
2001,0.172508034501844,179.714285714286
2001,0.180015840069888,179.714285714286
2001,0.192288645633654,179.714285714286
2001,0.209222193344259,179.714285714286
2001,0.226637896502696,179.714285714286
2001,0.244623562646867,179.714285714286
2001,0.261139116684437,179.714285714286
2001,0.274234923992264,179.714285714286
2001,0.285114446865731,179.714285714286
2001,0.293324741162073,179.714285714286
2001,0.2999261222729,179.714285714286
2001,0.305136055918874,179.714285714286
2001,0.306501237098765,179.714285714286
2001,0.304589863276887,179.714285714286
2001,0.299577906886974,179.714285714286
2001,0.291871033229417,179.714285714286
2001,0.283474686439029,179.714285714286
2001,0.275014633307652,179.714285714286
2001,0.266250098493423,179.714285714286
2001,0.259309488817491,179.714285714286
2001,0.25518598983528,179.714285714286
2001,0.254565394593825,179.714285714286
2001,0.258443696229461,179.714285714286
2001,0.264915962627068,179.714285714286
2001,0.270927521673828,179.714285714286
2001,0.276389578255695,179.714285714286
2001,0.279222977402537,179.714285714286
2001,0.281436295683992,179.714285714286
2001,0.278585714212824,179.714285714286
2001,0.279933667306535,179.714285714286
2001,0.286512724181561,179.714285714286
2001,0.295110700062385,179.714285714286
2001,0.309923934933596,179.714285714286
2001,0.323238843536774,179.714285714286
2001,0.33539232420375,179.714285714286
2001,0.346656103139,179.714285714286
2001,0.355642725017976,179.714285714286
2001,0.362483350040161,179.714285714286
2001,0.369808602337592,179.714285714286
2001,0.376330959425788,179.714285714286
2001,0.380932019178549,179.714285714286
2001,0.382886385794627,179.714285714286
2001,0.382455195989716,179.714285714286
2001,0.382463247539677,179.714285714286
2001,0.383100353253556,179.714285714286
2001,0.384526868659774,179.714285714286
2001,0.38729051817041,179.714285714286
2001,0.390088066638695,179.714285714286
2001,0.393332289387237,179.714285714286
2001,0.395911861645571,179.714285714286
2001,0.398066876817171,179.714285714286
2001,0.397325069544051,179.714285714286
2001,0.39226284500138,179.714285714286
2001,0.383631276418986,179.714285714286
2001,0.371273837567852,179.714285714286
2001,0.362042247316697,179.714285714286
2001,0.356757986748683,179.714285714286
2001,0.349953203828957,179.714285714286
2001,0.343305874772016,179.714285714286
2001,0.339603141841286,179.714285714286
2001,0.340207564483934,179.714285714286
2001,0.345251209584456,179.714285714286
2001,0.354701847704018,179.714285714286
2001,0.367630538983536,179.714285714286
2001,0.381144228150971,179.714285714286
2001,0.394109869298747,179.714285714286
2001,0.404454054128956,179.714285714286
2001,0.413943517114134,179.714285714286
2001,0.421806438993192,179.714285714286
2001,0.426999930075209,179.714285714286
2001,0.428697366471953,179.714285714286
2001,0.427642528132981,179.714285714286
2001,0.425869576493184,179.714285714286
2001,0.42328762897086,179.714285714286
2001,0.422272373733608,179.714285714286
2001,0.423418145275119,179.714285714286
2001,0.428432399598202,179.714285714286
2001,0.437607663108707,179.714285714286
2001,0.454802930349147,179.714285714286
2001,0.481717419852894,179.714285714286
2001,0.519094970700662,179.714285714286
2001,0.561716585457749,179.714285714286
2001,0.614337937224924,179.714285714286
2001,0.658920575698971,179.714285714286
2001,0.68256434020264,179.714285714286
2001,0.699235133740847,179.714285714286
2001,0.714600305613104,179.714285714286
2001,0.721952434143949,179.714285714286
2001,0.733151458181477,179.714285714286
2001,0.751424172281643,179.714285714286
2001,0.777199231067258,179.714285714286
2002,0.177956060901627,184.428571428571
2002,0.180876542045767,184.428571428571
2002,0.185698788898153,184.428571428571
2002,0.188408988775472,184.428571428571
2002,0.189950747064768,184.428571428571
2002,0.193934479982037,184.428571428571
2002,0.198216737887799,184.428571428571
2002,0.196740542944664,184.428571428571
2002,0.19189006821257,184.428571428571
2002,0.184241430514819,184.428571428571
2002,0.17486190543486,184.428571428571
2002,0.174024655227455,184.428571428571
2002,0.178031882826168,184.428571428571
2002,0.185520448436513,184.428571428571
2002,0.200670858317317,184.428571428571
2002,0.227969997929483,184.428571428571
2002,0.255805003610435,184.428571428571
2002,0.27032424968428,184.428571428571
2002,0.27490647820226,184.428571428571
2002,0.274261700244425,184.428571428571
2002,0.277789565306564,184.428571428571
2002,0.285411931419344,184.428571428571
2002,0.294884012943837,184.428571428571
2002,0.302706495865182,184.428571428571
2002,0.307365709993389,184.428571428571
2002,0.308373935743731,184.428571428571
2002,0.307043274953218,184.428571428571
2002,0.30529524961916,184.428571428571
2002,0.305848348120706,184.428571428571
2002,0.307510796846363,184.428571428571
2002,0.309240832686003,184.428571428571
2002,0.311579177295981,184.428571428571
2002,0.313170616868908,184.428571428571
2002,0.33657550000908,184.428571428571
2002,0.346332176215281,184.428571428571
2002,0.354671587982022,184.428571428571
2002,0.365301705023977,184.428571428571
2002,0.377713039822383,184.428571428571
2002,0.390972938414264,184.428571428571
2002,0.404655541143971,184.428571428571
2002,0.418373555722003,184.428571428571
2002,0.431322987959408,184.428571428571
2002,0.441563512325724,184.428571428571
2002,0.447182814300091,184.428571428571
2002,0.447661975725993,184.428571428571
2002,0.444098093190429,184.428571428571
2002,0.439258984795542,184.428571428571
2002,0.435845828092231,184.428571428571
2002,0.433932848147679,184.428571428571
2002,0.433042975807709,184.428571428571
2002,0.43216743391861,184.428571428571
2002,0.43195647053614,184.428571428571
2002,0.431830650547824,184.428571428571
2002,0.428728878576791,184.428571428571
2002,0.423461522578191,184.428571428571
2002,0.415820852339736,184.428571428571
2002,0.411610127518889,184.428571428571
2002,0.413557711908691,184.428571428571
2002,0.415967617221896,184.428571428571
2002,0.418712573846561,184.428571428571
2002,0.414503308965855,184.428571428571
2002,0.404417615545916,184.428571428571
2002,0.393548661988441,184.428571428571
2002,0.387816635749766,184.428571428571
2002,0.383808363684292,184.428571428571
2002,0.382427795734326,184.428571428571
