year,relXinRing,GD
1982,NA,NA
1983,NA,NA
1984,0,0.270866970852778
1984,0.0101010101010101,0.269144030544382
1984,0.0202020202020202,0.268657604759913
1984,0.0303030303030303,0.270115524429609
1984,0.0404040404040404,0.274097215591723
1984,0.0505050505050505,0.281582853007314
1984,0.0606060606060606,0.295317576814048
1984,0.0707070707070707,0.310838644781108
1984,0.0808080808080808,0.322819380426036
1984,0.0909090909090909,0.337118483796523
1984,0.101010101010101,0.352123309974174
1984,0.111111111111111,0.362581760017605
1984,0.121212121212121,0.367859903938526
1984,0.131313131313131,0.371765340947662
1984,0.141414141414141,0.378047469058338
1984,0.151515151515152,0.387939943094596
1984,0.161616161616162,0.398479833151113
1984,0.171717171717172,0.405128757360607
1984,0.181818181818182,0.41516950080626
1984,0.191919191919192,0.425737766156436
1984,0.202020202020202,0.435763574534302
1984,0.212121212121212,0.443790922247675
1984,0.222222222222222,0.446766348759952
1984,0.232323232323232,0.445788103250826
1984,0.242424242424242,0.446538168634706
1984,0.252525252525253,0.446692551076996
1984,0.262626262626263,0.448953077944292
1984,0.272727272727273,0.452089860608819
1984,0.282828282828283,0.455928176002825
1984,0.292929292929293,0.461042944741742
1984,0.303030303030303,0.465078816534963
1984,0.313131313131313,0.466274472622017
1984,0.323232323232323,0.462794946583377
1984,0.333333333333333,0.458911956497587
1984,0.343434343434343,0.454245591492926
1984,0.353535353535354,0.450650190928332
1984,0.363636363636364,0.447101276760327
1984,0.373737373737374,0.443394908719604
1984,0.383838383838384,0.441215697943149
1984,0.393939393939394,0.442828676684645
1984,0.404040404040404,0.448457620134425
1984,0.414141414141414,0.457444065877387
1984,0.424242424242424,0.46904682689603
1984,0.434343434343434,0.480785884866671
1984,0.444444444444444,0.491510434397375
1984,0.454545454545455,0.499306889565309
1984,0.464646464646465,0.504525524338676
1984,0.474747474747475,0.505977770516091
1984,0.484848484848485,0.505312664367165
1984,0.494949494949495,0.503670017393663
1984,0.505050505050505,0.502895338885134
1984,0.515151515151515,0.503167116203532
1984,0.525252525252525,0.505171714797652
1984,0.535353535353535,0.511335257997003
1984,0.545454545454545,0.521444338222592
1984,0.555555555555556,0.533800254761543
1984,0.565656565656566,0.546250037796328
1984,0.575757575757576,0.554938234018327
1984,0.585858585858586,0.560351091128258
1984,0.595959595959596,0.56265642274434
1984,0.606060606060606,0.564996186434118
1984,0.616161616161616,0.566656650963245
1984,0.626262626262626,0.569102321124785
1984,0.636363636363636,0.57195947506287
1984,0.646464646464647,0.576984547490238
1984,0.656565656565657,0.584359517713806
1984,0.666666666666667,0.593694328320804
1984,0.676767676767677,0.601504022733785
1984,0.686868686868687,0.606372112758439
1984,0.696969696969697,0.609167606892917
1984,0.707070707070707,0.610594623534634
1984,0.717171717171717,0.611998409874119
1984,0.727272727272727,0.612804988339043
1984,0.737373737373737,0.611987867436654
1984,0.747474747474748,0.609576293418584
1984,0.757575757575758,0.606610797713974
1984,0.767676767676768,0.602929468123932
1984,0.777777777777778,0.601192329441509
1984,0.787878787878788,0.602862506834967
1984,0.797979797979798,0.609607196514245
1984,0.808080808080808,0.619933562788683
1984,0.818181818181818,0.632743721969727
1984,0.828282828282828,0.648002220999151
1984,0.838383838383838,0.665560782468987
1984,0.848484848484849,0.68599848028637
1984,0.858585858585859,0.706763681660482
1984,0.868686868686869,0.723170758494975
1984,0.878787878787879,0.733189726566643
1984,0.888888888888889,0.7364278596078
1984,0.898989898989899,0.735195387900726
1984,0.909090909090909,0.730979735832394
1984,0.919191919191919,0.72623301997605
1984,0.929292929292929,0.723430990514069
1984,0.939393939393939,0.730586610335534
1984,0.94949494949495,0.750498221521243
1984,0.95959595959596,0.783196959290819
1984,0.96969696969697,0.822987304615781
1984,0.97979797979798,0.845977010015079
1984,0.98989898989899,0.896000623465314
1984,1,1.00717813627193
1985,0,0.258044217606622
1985,0.0101010101010101,0.262012250032483
1985,0.0202020202020202,0.26539376294582
1985,0.0303030303030303,0.267835253263345
1985,0.0404040404040404,0.269397372123495
1985,0.0505050505050505,0.270140076242342
1985,0.0606060606060606,0.269325637739995
1985,0.0707070707070707,0.269680571972624
1985,0.0808080808080808,0.269366497305837
1985,0.0909090909090909,0.270205570405111
1985,0.101010101010101,0.273041314312467
1985,0.111111111111111,0.279664312941158
1985,0.121212121212121,0.29006958002164
1985,0.131313131313131,0.303057725794461
1985,0.141414141414141,0.319323011995149
1985,0.151515151515152,0.337415677570844
1985,0.161616161616162,0.356966624257538
1985,0.171717171717172,0.376522033594784
1985,0.181818181818182,0.393098508470982
1985,0.191919191919192,0.40596535553532
1985,0.202020202020202,0.415590239452789
1985,0.212121212121212,0.422332531124924
1985,0.222222222222222,0.425898627895007
1985,0.232323232323232,0.428479002456747
1985,0.242424242424242,0.4295197580676
1985,0.252525252525253,0.429137735927284
1985,0.262626262626263,0.427463485361804
1985,0.272727272727273,0.426283099127051
1985,0.282828282828283,0.425886896597959
1985,0.292929292929293,0.426314641879733
1985,0.303030303030303,0.428979253222172
1985,0.313131313131313,0.433533562017424
1985,0.323232323232323,0.439470139228518
1985,0.333333333333333,0.446978523821358
1985,0.343434343434343,0.453428833358453
1985,0.353535353535354,0.456800305625429
1985,0.363636363636364,0.456405590268567
1985,0.373737373737374,0.450846646227594
1985,0.383838383838384,0.442498081081974
1985,0.393939393939394,0.433778268262176
1985,0.404040404040404,0.426356076764749
1985,0.414141414141414,0.421841808638415
1985,0.424242424242424,0.420120773157981
1985,0.434343434343434,0.417447249346867
1985,0.444444444444444,0.414913951324304
1985,0.454545454545455,0.413965708892414
1985,0.464646464646465,0.416130672237538
1985,0.474747474747475,0.421569621609425
1985,0.484848484848485,0.429080308680969
1985,0.494949494949495,0.437404231057504
1985,0.505050505050505,0.444941306635551
1985,0.515151515151515,0.452961474736186
1985,0.525252525252525,0.46088413975932
1985,0.535353535353535,0.46782095199237
1985,0.545454545454545,0.471851398804892
1985,0.555555555555556,0.473749580913939
1985,0.565656565656566,0.474405952668546
1985,0.575757575757576,0.476164346199293
1985,0.585858585858586,0.479819593519945
1985,0.595959595959596,0.485290284104056
1985,0.606060606060606,0.492180939058163
1985,0.616161616161616,0.496160603620061
1985,0.626262626262626,0.499982802602703
1985,0.636363636363636,0.505545842104792
1985,0.646464646464647,0.51718812540711
1985,0.656565656565657,0.527036816545028
1985,0.666666666666667,0.530795157050772
1985,0.676767676767677,0.535630069902791
1985,0.686868686868687,0.538916974958841
1985,0.696969696969697,0.541493623337191
1985,0.707070707070707,0.545497978892735
1985,0.717171717171717,0.548328828591114
1985,0.727272727272727,0.550486424590888
1985,0.737373737373737,0.551613356882414
1985,0.747474747474748,0.55486620181382
1985,0.757575757575758,0.559743403214205
1985,0.767676767676768,0.564784022283871
1985,0.777777777777778,0.570779186578195
1985,0.787878787878788,0.578855621791046
1985,0.797979797979798,0.589470604922518
1985,0.808080808080808,0.604650128116231
1985,0.818181818181818,0.62429888970537
1985,0.828282828282828,0.649213092619585
1985,0.838383838383838,0.668811974705874
1985,0.848484848484849,0.679754936052898
