"year","density","characteristic"
1984,0.12826456782892,283.25
1984,0.127386859397379,283.25
1984,0.125375449972331,283.25
1984,0.124349825852847,283.25
1984,0.123876441411333,283.25
1984,0.125410317169492,283.25
1984,0.13067199807952,283.25
1984,0.141202700586717,283.25
1984,0.152902268760137,283.25
1984,0.162850301181414,283.25
1984,0.167611717704348,283.25
1984,0.167767037933309,283.25
1984,0.165361654249409,283.25
1984,0.164500927602888,283.25
1984,0.166785830175112,283.25
1984,0.173348117403848,283.25
1984,0.180769257016391,283.25
1984,0.188525178273292,283.25
1984,0.193573626842616,283.25
1984,0.196169274762774,283.25
1984,0.195851094857115,283.25
1984,0.193600994093328,283.25
1984,0.190067844415182,283.25
1984,0.187717536685587,283.25
1984,0.188413084220907,283.25
1984,0.194756106761268,283.25
1984,0.203975584987013,283.25
1984,0.211459091892373,283.25
1984,0.214059940466438,283.25
1984,0.211850312259373,283.25
1984,0.20637192732759,283.25
1984,0.200048724812146,283.25
1984,0.196023070168401,283.25
1984,0.195340729588755,283.25
1984,0.198984581161646,283.25
1984,0.204877086751693,283.25
1984,0.212700260940967,283.25
1984,0.221462209586403,283.25
1984,0.228095464673844,283.25
1984,0.231585101998648,283.25
1984,0.232689418600487,283.25
1984,0.235517364718795,283.25
1984,0.240496872800146,283.25
1984,0.248343641099854,283.25
1984,0.257366889614753,283.25
1984,0.265681040077868,283.25
1984,0.276441370682591,283.25
1984,0.2865865507307,283.25
1984,0.288967901619594,283.25
1984,0.283978121278061,283.25
1984,0.277071446986185,283.25
1984,0.268871478446603,283.25
1984,0.262619080852642,283.25
1984,0.258362202508417,283.25
1984,0.257704106077112,283.25
1984,0.259741922956568,283.25
1984,0.266509682543036,283.25
1984,0.267523202230239,283.25
1984,0.272014724253056,283.25
1984,0.279514505330293,283.25
1984,0.28630305818116,283.25
1984,0.276960713314554,283.25
1984,0.275890504926506,283.25
1984,0.27236082289708,283.25
1984,0.267640481026515,283.25
1984,0.261222768073214,283.25
1984,0.257902784350689,283.25
1984,0.256933902160159,283.25
1984,0.26216488334236,283.25
1984,0.272234826644565,283.25
1984,0.285387472793738,283.25
1984,0.297163515610015,283.25
1984,0.308800713648209,283.25
1984,0.318049964291761,283.25
1984,0.323419570805193,283.25
1984,0.326107120229821,283.25
1984,0.329290481572565,283.25
1984,0.341006236031159,283.25
1984,0.346150935616769,283.25
1984,0.352314257521714,283.25
1984,0.362825631322156,283.25
1984,0.3693375307626,283.25
1984,0.372148062674918,283.25
1984,0.372801839830994,283.25
1984,0.368527198362287,283.25
1984,0.365839361421546,283.25
1984,0.362882089975678,283.25
1984,0.355348779707109,283.25
1984,0.34142355684019,283.25
1984,0.325742655753372,283.25
1984,0.308197739311077,283.25
1984,0.299026293535705,283.25
1984,0.300817621596277,283.25
1984,0.31851426956753,283.25
1984,0.353477051209814,283.25
1984,0.408764760839059,283.25
1984,0.494639697336268,283.25
1984,0.611149595155757,283.25
1984,0.758690298018665,283.25
1984,0.917500808165528,283.25
1985,0.170165818682613,282.333333333333
1985,0.169954585576885,282.333333333333
1985,0.169089633899349,282.333333333333
1985,0.167376111516404,282.333333333333
1985,0.164316707686591,282.333333333333
1985,0.160570434491276,282.333333333333
1985,0.156928277692048,282.333333333333
1985,0.154089525253968,282.333333333333
1985,0.152830802722513,282.333333333333
1985,0.152016086766523,282.333333333333
1985,0.151145298213256,282.333333333333
1985,0.152017936256614,282.333333333333
1985,0.155911045623865,282.333333333333
1985,0.16332076881173,282.333333333333
1985,0.173920669488155,282.333333333333
1985,0.186097609288234,282.333333333333
1985,0.198039309833345,282.333333333333
1985,0.207226441534657,282.333333333333
1985,0.214666176038877,282.333333333333
1985,0.219760698883299,282.333333333333
1985,0.223861228893306,282.333333333333
1985,0.225625795575249,282.333333333333
1985,0.224753173029065,282.333333333333
1985,0.221503409592859,282.333333333333
1985,0.216982150429867,282.333333333333
1985,0.214756598973964,282.333333333333
1985,0.216161121283522,282.333333333333
1985,0.223353186408814,282.333333333333
1985,0.233626130417431,282.333333333333
1985,0.246725590901979,282.333333333333
1985,0.255015875277168,282.333333333333
1985,0.25621900962248,282.333333333333
1985,0.258406880473246,282.333333333333
1985,0.259727296865456,282.333333333333
1985,0.259496387881227,282.333333333333
1985,0.256947970035751,282.333333333333
1985,0.254327072733882,282.333333333333
1985,0.255201892438707,282.333333333333
1985,0.259460408915955,282.333333333333
1985,0.263944560984169,282.333333333333
1985,0.26868862959705,282.333333333333
1985,0.273244073002593,282.333333333333
1985,0.276634149564828,282.333333333333
1985,0.277499060510351,282.333333333333
1985,0.277040276065116,282.333333333333
1985,0.275583972200415,282.333333333333
1985,0.273950712808283,282.333333333333
1985,0.273268468226424,282.333333333333
1985,0.273553469065623,282.333333333333
1985,0.274262738440631,282.333333333333
1985,0.274082084959109,282.333333333333
1985,0.272504128252608,282.333333333333
1985,0.269478410942487,282.333333333333
1985,0.267353204430747,282.333333333333
1985,0.268638293763773,282.333333333333
1985,0.276667708156315,282.333333333333
1985,0.291429356498639,282.333333333333
1985,0.307475539754131,282.333333333333
1985,0.320571599262117,282.333333333333
1985,0.330501737797718,282.333333333333
1985,0.336913857024438,282.333333333333
1985,0.348128313455752,282.333333333333
1985,0.368076042504734,282.333333333333
1985,0.378484738011944,282.333333333333
1985,0.386312988331017,282.333333333333
1985,0.392440265974166,282.333333333333
1985,0.395925953201252,282.333333333333
1985,0.400816245639366,282.333333333333
1985,0.410544615835543,282.333333333333
1985,0.426540687841614,282.333333333333
1985,0.447418559482633,282.333333333333
1985,0.465664272066355,282.333333333333
1985,0.480799691059133,282.333333333333
1985,0.49390415739908,282.333333333333
1985,0.498228476197332,282.333333333333
1985,0.491381745280047,282.333333333333
1985,0.475419675735393,282.333333333333
1985,0.452447988553763,282.333333333333
1985,0.427433407624105,282.333333333333
1985,0.412764215717403,282.333333333333
1985,0.407739715580821,282.333333333333
1985,0.41541153700444,282.333333333333
1985,0.427855060331985,282.333333333333
1985,0.445091408919587,282.333333333333
1985,0.461792252495599,282.333333333333
1985,0.47447465083221,282.333333333333
1985,0.480954435176103,282.333333333333
1985,0.480947723708822,282.333333333333
1985,0.477822987081694,282.333333333333
1985,0.474545635581937,282.333333333333
1985,0.467060562015455,282.333333333333
