"part","density","characteristic"
1,0.25845733621805,208.285714285714
1,0.260524793307268,208.285714285714
1,0.260819399112214,208.285714285714
1,0.260493759076098,208.285714285714
1,0.257316504907397,208.285714285714
1,0.254185180382317,208.285714285714
1,0.251132754106034,208.285714285714
1,0.248163318204218,208.285714285714
1,0.246198112226793,208.285714285714
1,0.24517586148424,208.285714285714
1,0.245683899111618,208.285714285714
1,0.247888474030613,208.285714285714
1,0.25541401942772,208.285714285714
1,0.253667782255581,208.285714285714
1,0.258003123238937,208.285714285714
1,0.263540314398364,208.285714285714
1,0.266870487409223,208.285714285714
1,0.269516544018677,208.285714285714
1,0.274052105331025,208.285714285714
1,0.28575036040837,208.285714285714
1,0.295077573178717,208.285714285714
1,0.299344553758059,208.285714285714
1,0.298866977923794,208.285714285714
1,0.299374604027252,208.285714285714
1,0.304057609122629,208.285714285714
1,0.312213015320266,208.285714285714
1,0.321202827029103,208.285714285714
1,0.327530959340911,208.285714285714
1,0.330929264927551,208.285714285714
1,0.33324826848475,208.285714285714
1,0.339531272246004,208.285714285714
1,0.342620247665373,208.285714285714
1,0.346469376365378,208.285714285714
1,0.361629720823661,208.285714285714
1,0.363340450702411,208.285714285714
1,0.35765959565106,208.285714285714
1,0.348392377519705,208.285714285714
1,0.335879339358263,208.285714285714
1,0.323688664317793,208.285714285714
1,0.314575633953322,208.285714285714
1,0.309700661225315,208.285714285714
1,0.311355240464477,208.285714285714
1,0.306298278524362,208.285714285714
1,0.29672912631282,208.285714285714
1,0.293694449281865,208.285714285714
1,0.301595569577003,208.285714285714
1,0.310902054302172,208.285714285714
1,0.320015569875048,208.285714285714
1,0.325413186954537,208.285714285714
1,0.327100452071004,208.285714285714
1,0.324391807037447,208.285714285714
1,0.319104772957945,208.285714285714
1,0.315191342142001,208.285714285714
1,0.313939559444028,208.285714285714
1,0.318459515022391,208.285714285714
1,0.326407411744882,208.285714285714
1,0.33359141511614,208.285714285714
1,0.337538946884243,208.285714285714
1,0.336900063785169,208.285714285714
1,0.332068063512087,208.285714285714
1,0.325489042551734,208.285714285714
1,0.319886551081132,208.285714285714
1,0.319441745920261,208.285714285714
1,0.325080956666341,208.285714285714
1,0.333350217151839,208.285714285714
1,0.341565173666125,208.285714285714
1,0.349209994281275,208.285714285714
1,0.354319021002445,208.285714285714
1,0.358156975728353,208.285714285714
1,0.361817765493069,208.285714285714
1,0.368208213249706,208.285714285714
1,0.378759608131344,208.285714285714
1,0.391838483403531,208.285714285714
1,0.407179090407975,208.285714285714
1,0.423027315460356,208.285714285714
1,0.438067176775451,208.285714285714
1,0.452682035128967,208.285714285714
1,0.464358623963689,208.285714285714
1,0.478147979196523,208.285714285714
1,0.493729099445722,208.285714285714
1,0.510317035462144,208.285714285714
1,0.523723415993205,208.285714285714
1,0.534696076938802,208.285714285714
1,0.542823436543395,208.285714285714
1,0.553206131900131,208.285714285714
1,0.563757133561155,208.285714285714
1,0.575998369754326,208.285714285714
1,0.589935351225968,208.285714285714
1,0.605997466339029,208.285714285714
1,0.625387613373182,208.285714285714
1,0.645625530998304,208.285714285714
1,0.662601619810299,208.285714285714
1,0.675745080548819,208.285714285714
1,0.693355101266753,208.285714285714
1,0.715222340811397,208.285714285714
1,0.739198022666345,208.285714285714
1,0.768125400990181,208.285714285714
1,0.804617525107289,208.285714285714
1,0.849810650230893,208.285714285714
1,0.898258687045337,208.285714285714
2,0.299188825185674,217.714285714286
2,0.299084794512042,217.714285714286
2,0.311032876630352,217.714285714286
2,0.321642292440757,217.714285714286
2,0.329349494540476,217.714285714286
2,0.333249272604827,217.714285714286
2,0.332312106804264,217.714285714286
2,0.327073942175473,217.714285714286
2,0.31938405325918,217.714285714286
2,0.311854445780591,217.714285714286
2,0.304334559188758,217.714285714286
2,0.297728967961896,217.714285714286
2,0.289054249824174,217.714285714286
2,0.275996585410192,217.714285714286
2,0.255276373538416,217.714285714286
2,0.238160861644935,217.714285714286
2,0.227566975267619,217.714285714286
2,0.224136060244806,217.714285714286
2,0.224644145991735,217.714285714286
2,0.227168375218448,217.714285714286
2,0.228144691116968,217.714285714286
2,0.229363677008875,217.714285714286
2,0.2305801621929,217.714285714286
2,0.232990845518373,217.714285714286
2,0.238129631138702,217.714285714286
2,0.244313606019393,217.714285714286
2,0.251642014647109,217.714285714286
2,0.25957094523872,217.714285714286
2,0.268629799228377,217.714285714286
2,0.276969191467294,217.714285714286
2,0.282949444018718,217.714285714286
2,0.288457645357732,217.714285714286
2,0.292108291938469,217.714285714286
2,0.296177436673149,217.714285714286
2,0.302660988123926,217.714285714286
2,0.313714258052831,217.714285714286
2,0.327614117027652,217.714285714286
2,0.341887656406601,217.714285714286
2,0.352565768364872,217.714285714286
2,0.357496671857031,217.714285714286
2,0.361280065955855,217.714285714286
2,0.365671129420992,217.714285714286
2,0.371856226925735,217.714285714286
2,0.378740846018196,217.714285714286
2,0.3847915355913,217.714285714286
2,0.388568479472856,217.714285714286
2,0.388685250066934,217.714285714286
2,0.385637303750159,217.714285714286
2,0.382838465230419,217.714285714286
2,0.382234340697573,217.714285714286
2,0.383962471509538,217.714285714286
2,0.386610807677321,217.714285714286
2,0.393237522413454,217.714285714286
2,0.404933303692263,217.714285714286
2,0.420903114064256,217.714285714286
2,0.436936319993893,217.714285714286
2,0.450384675366586,217.714285714286
2,0.459064497267042,217.714285714286
2,0.46532273148629,217.714285714286
2,0.470368562239979,217.714285714286
2,0.476980520101547,217.714285714286
2,0.484901194449677,217.714285714286
2,0.495767681883084,217.714285714286
2,0.507425081480646,217.714285714286
2,0.519666866421897,217.714285714286
2,0.533138546219791,217.714285714286
2,0.543437428255558,217.714285714286
2,0.549245158072954,217.714285714286
2,0.551325558070989,217.714285714286
2,0.55112249797437,217.714285714286
2,0.550036780987311,217.714285714286
2,0.548173346542412,217.714285714286
2,0.546822037454317,217.714285714286
2,0.545552084501415,217.714285714286
2,0.544968672976328,217.714285714286
2,0.545031848095687,217.714285714286
2,0.545722874349787,217.714285714286
2,0.54810976812461,217.714285714286
2,0.547038846233854,217.714285714286
2,0.545821562070451,217.714285714286
2,0.550920752436165,217.714285714286
2,0.56360732375737,217.714285714286
2,0.576236317090218,217.714285714286
2,0.58443596506289,217.714285714286
2,0.583366248526839,217.714285714286
2,0.582211632792417,217.714285714286
2,0.58381922123879,217.714285714286
2,0.591148409008781,217.714285714286
2,0.602419816424554,217.714285714286
2,0.613712893268456,217.714285714286
2,0.624103686835254,217.714285714286
2,0.637659048682262,217.714285714286
2,0.65174160744164,217.714285714286
2,0.672402852431192,217.714285714286
2,0.699970762385296,217.714285714286
2,0.734423950828716,217.714285714286
2,0.773794001605746,217.714285714286
2,0.830937839649277,217.714285714286
2,0.903926729406826,217.714285714286
2,0.985033945855022,217.714285714286
3,0.20750998501699,220.833333333333
3,0.210561949860381,220.833333333333
3,0.214186718342956,220.833333333333
3,0.218646279146511,220.833333333333
3,0.224447103166661,220.833333333333
3,0.229831864111147,220.833333333333
3,0.234524073440331,220.833333333333
3,0.239627968049152,220.833333333333
3,0.245850155374302,220.833333333333
3,0.25423269673555,220.833333333333
3,0.264833216801493,220.833333333333
3,0.276437037545551,220.833333333333
3,0.286960485234037,220.833333333333
3,0.296423309094812,220.833333333333
3,0.304947020536522,220.833333333333
3,0.313091726101671,220.833333333333
3,0.322237627219321,220.833333333333
3,0.332155805425916,220.833333333333
3,0.344085126849403,220.833333333333
3,0.357467143940969,220.833333333333
3,0.371316478394029,220.833333333333
3,0.384736068098553,220.833333333333
3,0.396558181787199,220.833333333333
3,0.404668539789506,220.833333333333
3,0.40890519041888,220.833333333333
3,0.408405332292126,220.833333333333
3,0.405049427902971,220.833333333333
3,0.39817083307678,220.833333333333
3,0.388749793597036,220.833333333333
3,0.380130410726918,220.833333333333
3,0.375167879934748,220.833333333333
3,0.375045238852009,220.833333333333
3,0.380030871881739,220.833333333333
3,0.387520536742289,220.833333333333
3,0.396564237594479,220.833333333333
3,0.404053453803867,220.833333333333
3,0.409664417764984,220.833333333333
3,0.414040597224887,220.833333333333
3,0.415746281728372,220.833333333333
3,0.415362277069514,220.833333333333
3,0.413209440689329,220.833333333333
3,0.411664902384574,220.833333333333
3,0.410924400034045,220.833333333333
3,0.413897663932639,220.833333333333
3,0.418917050658112,220.833333333333
3,0.426460996751677,220.833333333333
3,0.433098994756058,220.833333333333
3,0.438368709564858,220.833333333333
3,0.442088321478524,220.833333333333
3,0.445173579576577,220.833333333333
3,0.446763229631846,220.833333333333
3,0.446766992574206,220.833333333333
3,0.445661322521551,220.833333333333
3,0.444787929381874,220.833333333333
3,0.443879078641591,220.833333333333
3,0.445493379221988,220.833333333333
3,0.449724405642742,220.833333333333
3,0.456608790791935,220.833333333333
3,0.465469544545053,220.833333333333
3,0.474642460215827,220.833333333333
3,0.481272655578172,220.833333333333
3,0.489674658106025,220.833333333333
3,0.499127223097182,220.833333333333
3,0.510641072844262,220.833333333333
3,0.52285373974718,220.833333333333
3,0.53225361875646,220.833333333333
3,0.537742500436516,220.833333333333
3,0.542017266557439,220.833333333333
3,0.545863369444066,220.833333333333
3,0.549338365631532,220.833333333333
3,0.551807213180827,220.833333333333
3,0.553976028535363,220.833333333333
3,0.553599373087797,220.833333333333
3,0.551222835992827,220.833333333333
3,0.545935128772656,220.833333333333
3,0.540933587271814,220.833333333333
3,0.539001349260117,220.833333333333
3,0.540820971305328,220.833333333333
3,0.541671456296469,220.833333333333
3,0.541947352587045,220.833333333333
3,0.544786843880207,220.833333333333
3,0.552009214949455,220.833333333333
3,0.565619260602438,220.833333333333
3,0.584003090035304,220.833333333333
3,0.602541726525489,220.833333333333
3,0.61675943548515,220.833333333333
3,0.626942475418382,220.833333333333
3,0.631928482141299,220.833333333333
3,0.636751839765097,220.833333333333
3,0.645124551722329,220.833333333333
3,0.657328207520323,220.833333333333
3,0.674307393223287,220.833333333333
3,0.69769445245542,220.833333333333
3,0.725404871638161,220.833333333333
3,0.759618483445006,220.833333333333
3,0.802495561422747,220.833333333333
3,0.847687762276128,220.833333333333
3,0.867726383265241,220.833333333333
3,0.899086293525435,220.833333333333
3,0.962761333971491,220.833333333333
4,0.246517373390554,199.571428571429
4,0.244391585630208,199.571428571429
4,0.241176248055378,199.571428571429
4,0.238191987235786,199.571428571429
4,0.235371158328917,199.571428571429
4,0.232844506368217,199.571428571429
4,0.23019099286405,199.571428571429
4,0.231040935729721,199.571428571429
4,0.239430151317276,199.571428571429
4,0.253708979128027,199.571428571429
4,0.271538012232866,199.571428571429
4,0.289899410070867,199.571428571429
4,0.302746056445878,199.571428571429
4,0.311806378851922,199.571428571429
4,0.317978327793854,199.571428571429
4,0.321762706723315,199.571428571429
4,0.323124441267814,199.571428571429
4,0.325774773285515,199.571428571429
4,0.331593226800678,199.571428571429
4,0.339338852241528,199.571428571429
4,0.347776579359294,199.571428571429
4,0.355025078106882,199.571428571429
4,0.358123367640551,199.571428571429
4,0.359753487921468,199.571428571429
4,0.359918164599284,199.571428571429
4,0.3584776818209,199.571428571429
4,0.353357807388151,199.571428571429
4,0.346359040115862,199.571428571429
4,0.340563102141143,199.571428571429
4,0.335064734262266,199.571428571429
4,0.330061426354403,199.571428571429
4,0.323904716865834,199.571428571429
4,0.318542866842626,199.571428571429
4,0.316218733793368,199.571428571429
4,0.3189904657869,199.571428571429
4,0.325648432161822,199.571428571429
4,0.334547972143874,199.571428571429
4,0.343319242780447,199.571428571429
4,0.35493634286366,199.571428571429
4,0.36548290877436,199.571428571429
4,0.37412143011761,199.571428571429
4,0.379364799468267,199.571428571429
4,0.383575843886317,199.571428571429
4,0.388474643027118,199.571428571429
4,0.394836299019495,199.571428571429
4,0.404154700786968,199.571428571429
4,0.412739215509545,199.571428571429
4,0.416001560771356,199.571428571429
4,0.412895618282412,199.571428571429
4,0.407981212371016,199.571428571429
4,0.406885715394741,199.571428571429
4,0.408933233368014,199.571428571429
4,0.412818636139814,199.571428571429
4,0.416730052143068,199.571428571429
4,0.419634187783463,199.571428571429
4,0.422392612506135,199.571428571429
4,0.426758653031171,199.571428571429
4,0.427237590787122,199.571428571429
4,0.432003439869917,199.571428571429
4,0.435222420217679,199.571428571429
4,0.436755901411657,199.571428571429
4,0.43616090818012,199.571428571429
4,0.433253761651166,199.571428571429
4,0.429308933141856,199.571428571429
4,0.425054242885478,199.571428571429
4,0.422734344472553,199.571428571429
4,0.422846373629933,199.571428571429
4,0.427147095164745,199.571428571429
4,0.434401622263133,199.571428571429
4,0.443766057639046,199.571428571429
4,0.455088762487419,199.571428571429
4,0.468674755474508,199.571428571429
4,0.483876808872381,199.571428571429
4,0.499441351889433,199.571428571429
4,0.513441432366428,199.571428571429
4,0.522259155206215,199.571428571429
4,0.525861667455913,199.571428571429
4,0.525291951134314,199.571428571429
4,0.52373744114775,199.571428571429
4,0.524097046919428,199.571428571429
4,0.526446180520231,199.571428571429
4,0.530835395167589,199.571428571429
4,0.533711426874235,199.571428571429
4,0.536590892362439,199.571428571429
4,0.537150443548235,199.571428571429
4,0.535640599110982,199.571428571429
4,0.533704932016134,199.571428571429
4,0.532692947368415,199.571428571429
4,0.535581248198778,199.571428571429
4,0.543470561047308,199.571428571429
4,0.559290772447301,199.571428571429
4,0.58773923142964,199.571428571429
4,0.637315741047358,199.571428571429
4,0.698685169974772,199.571428571429
4,0.756331683459962,199.571428571429
4,0.792351249856241,199.571428571429
4,0.819902909581652,199.571428571429
4,0.856516541239236,199.571428571429
4,0.90007728096661,199.571428571429
4,0.950716181428489,199.571428571429
5,0.267541228982796,173.714285714286
5,0.269768043009966,173.714285714286
5,0.267395230352304,173.714285714286
5,0.264249352403817,173.714285714286
5,0.260307118777125,173.714285714286
5,0.257028917761478,173.714285714286
5,0.256896989393971,173.714285714286
5,0.260631258298098,173.714285714286
5,0.269344461017279,173.714285714286
5,0.281046890079637,173.714285714286
5,0.294011121324463,173.714285714286
5,0.307724997450171,173.714285714286
5,0.319416977409619,173.714285714286
5,0.330399599745578,173.714285714286
5,0.340578695007595,173.714285714286
5,0.347094629832219,173.714285714286
5,0.350408098873848,173.714285714286
5,0.352353577275451,173.714285714286
5,0.353182976088842,173.714285714286
5,0.353706077113466,173.714285714286
5,0.35644549810008,173.714285714286
5,0.361221049438602,173.714285714286
5,0.366393651068607,173.714285714286
5,0.368858144350823,173.714285714286
5,0.367577586130426,173.714285714286
5,0.363369289779544,173.714285714286
5,0.358822709142275,173.714285714286
5,0.353184332943238,173.714285714286
5,0.346298865229713,173.714285714286
5,0.342150512650348,173.714285714286
5,0.339566401555956,173.714285714286
5,0.339177907970035,173.714285714286
5,0.341434410965091,173.714285714286
5,0.345621186833999,173.714285714286
5,0.351431530823556,173.714285714286
5,0.359542374793488,173.714285714286
5,0.368801979566902,173.714285714286
5,0.378754012737499,173.714285714286
5,0.391804386879603,173.714285714286
5,0.400377552127825,173.714285714286
5,0.40542452336025,173.714285714286
5,0.411458908740432,173.714285714286
5,0.419030820990348,173.714285714286
5,0.426234715364417,173.714285714286
5,0.432134897960299,173.714285714286
5,0.434892522079145,173.714285714286
5,0.436838400102066,173.714285714286
5,0.439958635038133,173.714285714286
5,0.444983953928688,173.714285714286
5,0.449670591648383,173.714285714286
5,0.454309440238014,173.714285714286
5,0.460431479855691,173.714285714286
5,0.466698681802695,173.714285714286
5,0.470408480858114,173.714285714286
5,0.470360218735466,173.714285714286
5,0.468078996090036,173.714285714286
5,0.466265681033421,173.714285714286
5,0.465610812763527,173.714285714286
5,0.466140446381836,173.714285714286
5,0.467823708338465,173.714285714286
5,0.471832726686335,173.714285714286
5,0.478715337431756,173.714285714286
5,0.488819721207159,173.714285714286
5,0.502275755967201,173.714285714286
5,0.516051621535841,173.714285714286
5,0.527276197616671,173.714285714286
5,0.53358665016052,173.714285714286
5,0.539847924703271,173.714285714286
5,0.546988459552836,173.714285714286
5,0.553960723526724,173.714285714286
5,0.560372879532552,173.714285714286
5,0.565073497280312,173.714285714286
5,0.567782987664327,173.714285714286
5,0.569419157349908,173.714285714286
5,0.572875686785023,173.714285714286
5,0.578511790624196,173.714285714286
5,0.587918104253198,173.714285714286
5,0.600038530658579,173.714285714286
5,0.61384310319817,173.714285714286
5,0.628244211078344,173.714285714286
5,0.640270258311249,173.714285714286
5,0.650222374322289,173.714285714286
5,0.658787811459804,173.714285714286
5,0.667544092478283,173.714285714286
5,0.677618209538696,173.714285714286
5,0.689140678405379,173.714285714286
5,0.702446291699759,173.714285714286
5,0.712954757064716,173.714285714286
5,0.718701455085353,173.714285714286
5,0.7199385562022,173.714285714286
5,0.719828318302551,173.714285714286
5,0.719858853494832,173.714285714286
5,0.720661665052508,173.714285714286
5,0.725598639013828,173.714285714286
5,0.739092078734879,173.714285714286
5,0.763058093062437,173.714285714286
5,0.797445453717408,173.714285714286
5,0.838781610302908,173.714285714286
5,0.886576351713911,173.714285714286
5,0.925449085293217,173.714285714286
6,0.213343374343576,185.714285714286
6,0.208046569032064,185.714285714286
6,0.206317564870957,185.714285714286
6,0.208269763799309,185.714285714286
6,0.213074977960974,185.714285714286
6,0.222951539283807,185.714285714286
6,0.233686242039421,185.714285714286
6,0.240907799969043,185.714285714286
6,0.248724631446408,185.714285714286
6,0.262046165423753,185.714285714286
6,0.280639377896054,185.714285714286
6,0.304310567019937,185.714285714286
6,0.327808081370468,185.714285714286
6,0.348170852957271,185.714285714286
6,0.36313374236397,185.714285714286
6,0.372011196382928,185.714285714286
6,0.378935702512542,185.714285714286
6,0.384138163247737,185.714285714286
6,0.388060678574134,185.714285714286
6,0.389338848545872,185.714285714286
6,0.389153995367035,185.714285714286
6,0.388522152602341,185.714285714286
