year,density
1955,1.00559545321992
1956,0.968551622263145
1957,0.98196404381646
1958,0.965905634337659
1959,0.970245876133804
1960,0.960431176560796
1961,0.973661116188216
1962,0.961951859276591
1963,0.934062538268901
1964,0.989096045753541
1965,0.984153826927204
1966,1.00479709479413
1967,1.00559545321992
1968,0.916179309531146
1969,0.9827091783472
1970,0.911544172240044
1971,1.00194581470201
1972,0.912073466198498
1973,0.970923887299784
1974,0.927582344284204
1975,0.919527647928403
1976,0.915647070580616
1977,0.910704851754281
1978,0.939901959897556
1979,1.05296471981696
1980,0.965770323466863
1981,0.989628284704067
1982,0.977766959520865
1983,0.948113646562851
1984,0.9284208053933
1985,1.03981081432532
1986,0.984518790778995
1987,0.96225599581975
1988,0.901808857866878
1989,0.958971321153631
1990,0.986434851000899
1991,0.94545245181021
1992,0.977919027792445
1993,0.959822903474476
1994,1.0444488966085
1995,0.947581407612324
1996,0.945979709483077
1997,0.967806487732404
1998,0.997611868961995
1999,0.992687771806963
2000,0.973860749479568
2001,0.953861827228558
2002,0.992036239999496
2003,0.899755936200554
2004,0.980047983594557
