year,density
1975,1.01271925652635
1976,1.0862271456026
1977,0.946969885907662
1978,0.960969213103968
1979,0.993591205021485
1980,1.03736227874343
1981,1.09200897427973
1982,0.988277110307667
1983,1.11123358697065
1984,0.942468263467387
1985,1.05435265642215
1986,1.00021018047657
1987,0.964216905392138
1988,0.843497414965095
1989,0.955746107621682
1990,1.07258446976671
1991,0.927195315447957
1992,1.01110496954994
1993,1.00631879943969
1994,1.09530410492912
1995,0.957791389860647
1996,0.816453246743297
1997,0.949823687415545
1998,1.11147322622598
1999,1.01714111704716
2000,0.988407004640931
2001,1.03291618808348
2002,1.00034396371071
2003,1.07077039285305
2004,1.06020423140225
