year,density
1966,1.07624780936001
1967,1.01953532672078
1968,1.18962982006111
1969,1.17822377074399
1970,1.0853782016692
1971,1.2861324873947
1972,1.09205375604235
1973,1.22155477675194
1974,1.01911411107954
1975,1.24341649893745
1976,1.12583764333295
1977,1.18828872351716
1978,1.16494459473913
1979,1.35055491434074
1980,1.51212887332926
1981,1.46962391127586
1982,1.42977342823078
1983,1.50259782803787
1984,1.15356494936302
1985,1.53313830668935
1986,1.34464416736326
1987,1.23902570355567
1988,1.18139805113515
1989,1.4278619157811
1990,1.63666893181048
1991,1.50203414916048
1992,1.54595804036115
1993,1.52326222705417
1994,1.75261726678357
1995,1.56061342060086
1996,1.28789701596605
1997,1.54259642512184
1998,1.50374521478052
1999,1.59485347336441
2000,1.45307580379226
2001,1.43182665046276
2002,1.2141997332654
2003,0.637855549314558
