year,density
1981,1.17663136600088
1982,1.01564519206927
1983,1.08889729290506
1984,0.893266641900509
1985,1.2160132901836
1986,1.10689740353685
1987,1.06299270285162
1988,0.975235230593464
1989,1.13587190974134
1990,1.17419855120147
1991,1.12919477602174
1992,1.19296651625764
1993,1.08987025847956
1994,1.23553918470149
1995,0.980000319448303
1996,0.864659802917045
1997,1.19536732117813
1998,1.16396301735849
1999,1.1481216236215
2000,1.15581951135784
2001,1.17237414938986
2002,1.07523682759751
2003,1.03899776944794
2004,1.27922059343137
