year,density
1970,0.716421337221498
1971,1.00785032371895
1972,0.812464832231139
1973,0.769638250832554
1974,1.0460135476513
1975,1.15318796877558
1976,0.839128941794229
1977,0.881589422506071
1978,0.834150936427703
1979,1.02034934142561
1980,1.20852141891973
1981,1.15959326467175
1982,1.15926399693188
1983,1.16597506879135
1984,0.826298243710208
1985,1.16505054810174
1986,0.95300549856292
1987,0.965109553362209
1988,0.636439850363324
1989,0.987392807521193
1990,1.27642683978464
1991,0.878983669302748
1992,1.24151081887308
1993,0.89195364569103
1994,1.45889958588632
1995,1.08849258187707
1996,0.77834116676802
1997,1.27722222099701
1998,1.27873833874977
1999,1.15416004998326
2000,1.21399794875418
2001,1.23803976975529
2002,0.951341961899991
2003,0.990443015896417
