year,density
1964,1.18414445795754
1965,0.939438389863055
1966,1.04756913049681
1967,0.845742689399532
1969,1.25416813413673
1970,1.15299519070152
1971,1.3439216238216
1972,1.30772177342502
1973,1.20062638930002
1974,1.35494784560996
1975,1.38729235300459
1977,1.59463404902123
1978,1.20719045115257
1979,1.44590582685196
1980,1.59507334863748
1981,1.57343885087253
1982,1.43055397582499
1983,1.66836419989828
1984,1.1513568204595
1985,1.52424066009091
1986,1.46740850200347
1987,1.31435367829893
1988,1.14871134259602
1989,1.35983648576382
1990,1.45739964449391
1991,1.34094873060279
1992,1.62184988647526
1993,1.07219746507188
1994,1.46630594637823
1995,1.33236200245166
1998,1.39989521419988
1999,1.18958043143795
2000,1.22244576711555
2001,1.39820269946052
2002,1.1611435127701
2003,0.516115447462432
