year,density
1942,1.03030183362877
1943,0.990527366527948
1944,0.903774661129564
1945,0.936655076157884
1946,1.0147040345758
1947,0.854834294034577
1948,0.940929061458934
1949,1.05477420102151
1950,0.996109994469739
1951,0.93805954862301
1952,1.00070241848187
1953,1.01010817055949
1954,0.9274501717017
1955,0.989038552627465
1956,0.915265854946788
1957,0.933575276399023
1958,1.00168549075
1959,0.962883941626962
1960,1.00734448810287
1961,0.989872522202285
1962,0.996767951440028
1963,0.982288319286998
1964,1.03731929429088
1965,0.994519129213645
1966,1.07096351758248
1967,0.941387240825224
1968,0.895138685686888
1969,1.00449643539149
1970,0.92129575079191
1971,1.00606021812842
1972,0.901059370972375
1973,0.931544471959349
1974,0.811481897557213
1975,0.905811365164837
1976,0.861976234659483
1977,0.883959270121194
1978,0.801929131025165
1979,0.903653215585062
1980,0.856380933007408
1981,0.939560264095033
1982,0.888431315280503
1983,0.865808689193557
1984,0.781677460690122
1985,0.937372688328067
1986,0.857297121014441
1987,0.807870419942376
1988,0.88006269418724
1989,0.911301935756335
1990,0.869034560224287
1991,0.866087869407412
1992,0.871447290573667
1993,0.805395377228382
1994,0.911192232773401
1995,0.867735253551583
1996,0.74598501704304
1997,0.839077552113176
1998,0.865132275601568
1999,0.885860129476708
2000,0.857160349648862
2001,0.85426368857573
2002,0.825611916093776
2003,0.686547345609703
