year,density
1926,1.07345514815184
1927,0.963296508739454
1928,1.06146065895189
1929,1.06303346335095
1930,1.01961229743222
1931,0.942129123511365
1932,1.00702158159565
1933,1.01475053923815
1934,1.08543307606348
1935,1.07667287695576
1936,1.08967376568847
1937,1.11384692367202
1938,1.03877839538757
1939,0.883668943355296
1940,0.995838336527688
1941,1.08643306910891
1942,1.06602059251329
1943,1.04451417959369
1944,1.01289018682984
1945,1.05008124234177
1946,1.0845750013655
1947,0.871580953037116
1949,1.10800401838572
1950,1.06027322540976
1951,1.01989984544148
1952,0.985511739508247
1953,1.10957682278478
1954,0.886653787852745
1955,0.936507764781405
1956,0.892351063477232
1957,0.910063958919766
1958,0.998075328747457
1959,0.997110093076082
1960,0.961689521388262
1961,0.917418561415706
1962,1.02901742789938
1963,1.06651716203866
1964,1.13163373783165
1965,1.05277853882996
1966,1.03206456542934
1967,0.985136422748261
1968,0.856979825297112
1969,1.10541576281564
1970,0.89806718505492
1971,1.04629437360536
1972,0.921619563850811
1973,0.895858177447946
1974,0.903730480087358
1975,0.982789890469018
1976,0.896284177637567
1977,1.00207995293939
1978,0.861334820993558
1979,0.972802520607229
1980,1.01225997960117
1981,1.0617376416521
1982,1.03825351342173
1983,1.04466094941749
1984,0.932828260825454
1985,1.1513578374355
1986,1.01104402133701
1987,0.993331601444298
1988,0.875788935458299
1989,1.04254541677411
1990,1.06698575370378
1991,1.02493648308533
1992,0.834946276958164
1993,1.07412631179711
1994,1.07516114142427
1995,0.907520672574281
1996,0.901598464674561
1997,1.04066452707585
1998,1.03745130029982
1999,1.11601978380038
2000,1.13632118806331
2001,1.07137121835141
2002,1.03777248569496
2003,0.621030719842065
