year,density
1976,0.835799920642318
1977,1.05125573032036
1978,1.06973270016892
1979,1.22257778126714
1980,1.22952493872438
1981,1.34094664668353
1982,1.27926446674208
1983,1.36704664403406
1984,1.08514789438918
1985,1.33164809830657
1986,1.29286606902948
1987,1.21714252483818
1988,1.07499978885238
1989,1.37491613153696
1990,1.39285944812712
1991,1.34923380626792
1992,1.48692948334296
1993,1.2493564083472
1994,1.4873664856206
1995,1.1250201467292
1996,1.00170274365654
1997,1.47301458707227
1998,1.37123854931663
1999,1.33917654769202
2000,1.32909139025429
2001,1.36642117234394
2002,1.24498900541098
2003,1.41749089258508
2004,1.46658507918207
