year,density
1977,0.918260318997607
1978,0.949385123250177
1979,0.981358303012954
1980,0.964745876500287
1981,0.99612127734973
1982,1.02840798460107
1983,0.927223030488032
1984,0.938434258343081
1985,1.01609978119467
1986,0.980320309133111
1987,0.926231845601445
1988,0.977625902748691
1989,0.961791865040645
1990,0.960747427830934
1991,0.934002420566881
1992,0.903957688163935
1993,0.994078785502514
1994,1.02686647031008
1995,1.04209968235605
1996,0.8495898631464
1997,0.943769104807322
1998,1.0921832538885
1999,1.0376490153612
2000,1.05188633621766
2001,1.01595376372713
2002,0.905180665910571
2003,0.670889285840802
2004,0.953941411590525
