year,density
1956,1.16396402908327
1957,1.20931191953661
1958,1.14638017361223
1959,1.41356921315417
1960,1.37898840547003
1961,1.41719261111773
1962,1.35659421662377
1963,1.35903018600837
1964,1.52518460906031
1965,1.44837753025367
1966,1.28634077388774
1967,1.40336819276773
1968,1.22696306513243
1969,1.36096326821014
1970,1.2556749645103
1971,1.40470103152756
1972,1.30519707494933
1973,1.30859145545563
1974,1.2363802209553
1975,1.38023573040445
1976,0.996325918534112
1977,1.30887348101469
1978,1.21686457051032
1979,1.34095440109381
1980,1.50107056737431
1981,1.3770171831181
1982,1.19443608170861
1983,1.34011852824354
1984,1.1459156253198
1985,1.49479778696592
1986,1.20154270412082
1987,1.10563759655495
1988,1.04024317584637
1989,1.15435421563195
1990,1.42791707616222
1991,1.12659199027442
1992,1.17701891470051
1993,1.37424273396195
1994,1.49026491200901
1995,1.26739219578298
1996,0.966318567030838
1997,1.35585266265763
1998,1.4072382598866
1999,1.5333531920318
2000,1.47808339537048
2001,1.34375641577118
2002,1.26878044083936
2003,1.00728762148098
