year,density
1974,1.00724680812181
1975,0.985428644346684
1976,0.914486923967577
1977,1.00086383467696
1978,1.11534287788916
1979,1.13374573639249
1980,1.14767222390853
1981,1.19699520052783
1982,1.19293330833566
1983,1.19492280655223
1984,1.11633762699744
1985,1.21680728693458
1986,1.16259346053286
1987,1.07903453543663
1988,1.03128657823878
1989,1.076879245702
1990,1.11036913234772
1991,1.06626578831484
1992,1.0708308823336
1993,1.07049627225715
1994,1.16010658776214
1995,1.0516789349587
1996,0.999226562200525
1997,1.06436941888367
1998,1.08848465196537
1999,1.07223708319666
2000,1.11076703199103
2001,1.08848465196537
2002,1.07455816444933
2003,0.960659391550302
