year,density
1935,1.36356652251792
1936,1.29691759740825
1937,1.41475316873565
1938,1.21866461826977
1939,1.27849823558205
1940,1.17548336074753
1941,1.07147171534833
1942,1.22225924113723
1943,0.993020182474136
1944,1.13082456585975
1945,1.39029924432338
1946,1.45692228191152
1947,1.10172070495542
1948,1.29363381521579
1949,1.47507537009529
1950,1.25163545633735
1951,1.40522565807262
1952,1.21574489435762
1953,1.4419318867014
1954,1.04121199882692
1955,1.24875169128415
1956,1.15444854569805
1957,1.17210821522864
1958,1.12777733384306
1959,1.37456962743257
1960,0.994941358951871
1961,1.21923308444019
1962,1.32471841459996
1963,1.31345749565972
1964,1.54956561405147
1965,1.26174204683563
1966,1.26660568283011
1967,1.23925375450347
1968,1.02094208918786
1969,1.42598819392169
1970,1.01658342945924
1971,1.35836517420352
1972,1.07377460139365
1973,1.12944130057884
1974,0.958122200221743
1975,1.36608719614796
1976,1.26792160580367
1977,1.29846251523522
1978,0.97424288056869
1979,1.22652906728325
1980,1.34201995388715
1981,1.41095542096687
1982,1.3313955848778
1983,1.32528752362922
1984,0.909490899562446
1985,1.44585483943093
1986,1.23544546937808
1987,1.13239758411293
1988,1.17233249024177
1989,1.32301259912241
1990,1.34853169471579
1991,1.2939267542856
1992,1.30270620404715
1993,1.21221844591085
1994,1.28409081873441
1995,1.21228703517537
1996,0.980173524690347
1997,1.38049889845099
1998,1.19751196392312
1999,1.36139468135364
2000,1.24113028804469
2001,1.10761327033535
2002,1.12592524638299
2003,0.721705580876185
