year,density
1938,1.15714227894425
1939,0.891801297206012
1940,0.961075306049537
1941,0.968506280688167
1942,1.07233113262129
1943,0.929344925121294
1944,0.993087200131122
1945,1.26183499740214
1946,1.31318546265596
1947,0.586470449605123
1948,1.13236464006393
1949,1.37429050769854
1950,1.16839270372865
1951,1.20453610832509
1952,1.25107728977889
1953,1.22946907238513
1954,0.994517530218204
1955,1.08336404802754
1956,1.08168726263168
1957,1.00390401901066
1958,1.17623193406098
1959,1.16151375639629
1960,1.22597576691481
1961,1.30152878295729
1962,1.30511366349466
1963,1.14837015586846
1964,1.16556011895207
1965,1.00497486972582
1966,1.17626117938441
1967,1.02586223652103
1968,0.875557581285062
1969,1.21434160736233
1970,1.02299972463786
1971,1.38490326607859
1972,0.966296321248821
1973,1.1314045309967
1974,0.930071967766896
1975,1.13004138319057
1976,1.10819577823132
1977,1.06521492703027
1978,1.04042752332439
1979,1.13645201959104
1980,1.1897082087266
1981,1.27220048801465
1982,1.14250214190603
1983,1.25869960576262
1984,0.92179659357018
1985,1.18279602460704
1986,1.13633285146261
1987,1.05090547515737
1988,1.0366687138933
1989,1.21906122832266
1990,1.3358862969577
1991,1.11665964519659
1992,1.17275481730715
1993,1.12238734814309
1994,1.29190223889786
1995,1.33392728932946
1996,1.04836159292482
1997,1.38774492521666
1998,1.36581094483938
1999,1.41954688271953
2000,1.31991606358811
2001,1.37203809282838
2002,1.33217458662892
2003,1.19080262019017
2004,1.46178019084118
