year,density
1919,0.820274962504205
1920,0.891394357996907
1921,0.980909790911795
1922,0.793055406046182
1923,1.02190925625813
1924,0.870256018299954
1925,0.920925880265167
1926,0.95129522558425
1927,0.869370403291023
1928,0.855012004267501
1929,0.814996267797377
1930,0.89035768800957
1931,0.8569770217846
1932,0.955696655763128
1933,0.888149606320084
1934,0.917110045808521
1935,0.995256884560045
1936,0.87536471541458
1937,1.05161645720497
1938,0.976476287019381
1939,0.849375185344537
1940,1.00729755393424
1941,0.92412070847994
1942,0.931459181214501
1943,0.9301164151151
1944,0.955216495155035
1945,0.993250181030642
1946,0.989662448905185
1947,0.80802119974016
1948,0.97669119129433
1949,0.992465767720877
1950,0.970478139988916
1951,0.966086122763354
1952,0.942503172691409
1953,0.98765923165479
1954,0.923719786127541
1955,0.92371420808113
1956,0.922103894741419
1957,0.917236223980125
1958,0.980144801324092
1959,0.93128257624273
1960,1.00324639549228
1961,0.943292815419686
1962,0.969632168990779
1963,1.00763980722945
1964,1.02082143695254
1965,0.988461424987488
1966,1.01884157777149
1967,1.03483349886829
1968,0.891344783162759
1969,1.0995497376193
1970,0.947694594226468
1971,0.964497772981384
1972,0.952083473800922
1973,0.920919256335055
1974,0.95008722910854
1975,0.967396135638734
1976,0.926501490013392
1977,0.933564895258144
1978,0.905329652102257
1979,0.972482751750913
1980,0.994057255153952
1981,0.994451553576239
1982,1.02723061654453
1983,1.00324081744587
1984,0.989261177924884
1985,1.08154179976202
1986,1.02843164046222
1987,0.983271397964036
1988,0.92052112300586
1989,0.933310197446172
1990,1.00087119200524
1991,0.956482463584497
1992,0.978312013427408
1993,0.98244216110513
1994,1.00765421718267
1995,0.939692881317706
1996,0.880224219624433
1997,0.941318185657145
1998,0.988895815618353
1999,1.02806174599298
2000,0.989283490110527
2001,1.03967559498025
2002,0.92693378887685
2003,0.868592962539269
2004,1.15122509286347
