year,density
1972,0.965493660718058
1973,1.0148551016885
1974,1.04818843192988
1975,0.968413210907386
1976,0.854302292410087
1977,0.892474255442742
1978,0.876701368823937
1979,0.879648903933983
1980,0.94518834214925
1981,1.02813826202991
1982,0.987676829537233
1983,0.997585864650706
1984,0.737124602108812
1985,1.10966447413202
1986,0.802645750235797
1987,0.818540703216384
1988,0.740761003877869
1989,0.968435449953363
1990,1.03913271562019
1991,0.948011655702073
1992,0.68424696253268
1993,0.73067687374957
1994,0.907941066448805
1995,0.753327909428665
1996,0.591871896009113
1997,0.831920165082524
1998,0.95008433448223
1999,0.851911006358598
2000,0.851745879981526
2001,0.923716646713627
2002,0.742938561556344
2003,0.841263934716725
2004,0.896765320297528
