year,density
1934,0.961880247656157
1935,0.995190602205194
1936,1.01893004508469
1937,1.05453920940394
1938,0.949135321670671
1939,0.840760149979848
1940,0.962159348760913
1941,0.928242811375784
1942,1.05785951929529
1943,1.03368405449636
1944,0.961040852877334
1945,1.08709925976303
1946,1.01477917262667
1947,0.693959972143107
1948,0.915851577498519
1949,1.02585144711834
1950,0.919252235640058
1951,0.988817982913759
1952,0.902015581011975
1953,0.978137609358098
1954,0.919380758525815
1955,0.966741178392481
1956,0.892672061801642
1957,0.839967703988546
1958,0.971369944621542
1959,0.952497502244868
1960,0.916885993445244
1961,0.883297163768259
1962,0.880566346369375
1963,0.935760571904037
1964,0.977783149473246
1965,0.943933728583357
1966,0.987749601701072
1967,0.946085756180953
1968,0.890179120205807
1969,0.967097044965557
1970,0.854213359919586
1971,0.936115031788889
1972,0.834083102029107
1973,0.919108310940729
1974,0.792964192686236
1975,0.885906637346333
1976,0.819025205306967
1977,0.828218271925866
1978,0.784774259947343
1979,0.830355867944265
1980,0.937046841222522
1981,0.953207099308903
1982,0.951665880416002
1983,0.976354942120626
1984,0.855279865547975
1985,1.13683457091314
1986,0.926840641400451
1987,0.936607566897351
1988,0.84990333064107
1989,0.917482623625767
1990,0.972828693554497
1991,0.905846679442237
1992,0.87059400689083
1993,0.905849701216942
1994,1.04223824183812
1995,0.697175753233677
1996,0.828926306002984
1997,0.994871309525968
1998,0.9898859994295
1999,0.983476702045087
2000,0.990241866002577
2001,0.944661039499113
2002,0.993582063089546
2003,0.445914024725798
