year,density
1940,1.07526422970844
1941,1.09600910784285
1942,1.1395733519251
1943,1.04207242469339
1944,0.997470936704422
1945,1.16757893740655
1946,1.15616925443263
1947,0.714106380355003
1948,1.09912083956301
1949,1.23707427915681
1950,1.03792344906652
1951,1.00888061967835
1952,0.993321961077544
1953,1.15098303489903
1954,0.973614326849858
1955,1.02132754655899
1956,0.977763302476739
1957,1.03377447343963
1958,1.07591148746336
1959,1.0839560563482
1960,1.0967477167609
1961,1.13663224595988
1962,1.06592903454796
1963,1.12176754038235
1964,1.06649231239611
1965,1.10698681471158
1966,1.05531781919019
1967,1.14297118177201
1968,0.950948836704652
1969,1.16504723348683
1970,0.92670694601325
1971,1.09998541834122
1972,0.926916895780174
1973,1.0461400863549
1974,1.00797938282955
1975,0.964431294407043
1976,0.8870323665812
1977,0.978543901348175
1978,0.975348189721246
1979,1.06018486904901
1980,1.0976516195511
1981,1.10223257128317
1982,1.09367797499413
1983,1.11234836531509
1984,1.01690219249807
1985,1.15550208855942
1986,0.975412436229263
1987,0.999380130645721
1988,1.03271577426564
1989,1.06968802402303
1990,1.08458422206561
1991,1.00011607362238
1992,0.938249970103699
1993,1.14683405927215
1994,1.17948205775849
1995,1.02776362570764
1996,1.06722825537276
1997,1.20803144976864
1998,0.866846981561118
1999,1.22436347877003
2000,0.952869448715453
2001,1.14372232755198
2002,1.06001690923547
2003,1.01568411091911
