year,density
1916,0.94674720232746
1917,0.943746252121212
1918,0.967917311831995
1919,0.955782744558364
1920,0.964720211952791
1921,0.964895240218689
1922,0.897010855542286
1923,0.941438329145246
1924,0.943811635345531
1925,0.946812585551778
1926,1.04489105175852
1927,0.953760873188796
1928,1.01187242658675
1929,0.914233627616053
1930,0.951498590329007
1931,0.896176048167633
1932,0.965079819686547
1933,0.962013486255979
1934,0.911893013027928
1935,0.912774017028129
1936,0.833862186062399
1937,0.909091905775316
1938,0.903020928857822
1939,0.921718162535001
1940,0.900232474130612
1941,0.899261568196972
1942,0.900142572197174
1943,0.955946202619161
1944,0.912236274955605
1945,0.959012536049733
1946,0.905386062155067
1947,0.883878022833202
1948,0.872874538743626
1949,0.951324235064156
1950,0.888602957317344
1951,0.79373090156328
1952,0.915492306121768
1954,0.885653663819304
1955,0.886661625283009
1956,0.89292446226816
1957,0.896012590106835
1958,0.865362760514254
1959,0.872874538743626
1960,0.92121460686523
1961,0.930348223932614
1962,0.859142767532488
1963,0.820762834458203
1964,0.902857217390767
1965,0.874049210743893
1966,0.876169713459311
1967,0.953507513194557
1968,0.845614128670968
1969,0.94785704761278
1970,0.931317900355834
1971,0.932361805907462
1972,0.834842445860345
1973,0.87963279831076
1974,0.84306100932923
1975,0.922674217453155
1976,0.89482552611192
1977,0.872626771965372
1978,0.827050786477097
1979,0.903012755954782
1980,0.927281890502047
1981,0.914371367994575
1982,0.912022686411348
1983,0.927403811046597
1984,0.825742009011948
1985,0.851287230849699
1986,0.933591196911355
1987,0.853341792393928
1988,0.835832968713762
1989,0.782051209661341
1990,0.817475716153879
1991,0.906387990172757
1992,0.660721672567638
1993,0.881127708320178
1994,0.811391893470324
