year,density
1972,0.99850550998244
1973,1.15128964557985
1974,1.06823356471753
1975,1.0470667988933
1976,0.999653563888737
1977,0.985345855378514
1978,1.06363637911063
1979,1.20130686702587
1980,1.1572036660871
1981,1.1958129709698
1982,1.14463936803123
1983,1.07044618034861
1984,0.937230491741972
1985,1.2149315181351
1986,1.09296112616507
1987,1.04533447609397
1988,0.979621852697481
1989,1.00549896092596
1990,1.2399528615059
1991,1.1326141373421
1992,1.41701626096177
1993,1.12913155630185
1994,1.28468386407549
1995,1.13056975129212
1996,0.845673434240661
1997,1.21707698942581
1998,1.35408751262488
1999,1.11023584748788
2000,1.13434115160739
2001,1.20741698103273
2002,0.943706174335508
2003,1.06971503726943
2004,1.21427612368966
