year,density
1983,0.956633906983876
1984,0.848790676574445
1985,0.966836255291055
1986,1.02301497640699
1987,0.943668617046887
1988,0.845340990486593
1989,1.08047215296196
1990,1.03928615566219
1991,0.804737818738315
1992,1.13022303330291
1993,1.07038842391259
1994,1.16943040229803
1995,0.965710756963191
1996,0.813184247929888
1997,1.01643703546416
1998,0.99059191432522
1999,0.914285414184113
2000,1.06668930598183
2001,0.99236883345484
2002,0.830282011231811
2003,0.850867523090537
2004,1.07700129432196
