year,density
1916,1.13069021639229
1917,1.1768019377496
1918,1.2304428484439
1919,1.31772596915944
1920,1.34794027748857
1921,1.34668592584139
1922,0.968215437080056
1923,1.33764747249004
1924,1.06929213903348
1925,1.06192264073062
1926,1.37005449144807
1927,1.03275270722502
1928,1.33718308687641
1929,1.3474066315781
1930,1.21758137491487
1931,0.90958011935791
1932,1.34812273769862
1933,1.32932414141179
1934,1.27682931539321
1935,1.32588352739054
1936,1.17350372870573
1937,1.29985022887153
1938,1.23653134727765
1939,0.983893925118523
1940,1.04322802862421
1941,1.14446255411864
1942,1.17256716859448
1943,1.27777727185132
1944,1.13721615622608
1945,1.37844604263077
1946,1.3206845575676
1947,1.28073267283463
1948,1.3286651768146
1949,1.52596482557715
1950,1.19644550368011
1951,1.25810733678936
1952,1.51228560788966
1953,1.36428680058869
1954,1.14437191962463
1955,1.26171126577632
1956,1.18428700681082
1957,1.25746149418166
1958,1.26316210048969
1959,1.37138649429006
1960,1.14998941582397
1961,1.19548594676368
1962,1.23733164555564
1963,1.27553070694755
1964,1.42133702140077
1965,1.14423775017761
1966,0.638467836942889
1967,1.20424312665132
1968,1.1958525347445
1969,1.32931001243463
1970,1.10364702666716
1971,1.51021323457348
1972,1.18067954405337
1973,1.24226570619485
1974,1.16396377505109
1975,1.38505876554642
1976,1.43491857332221
1977,1.34532893019056
1978,1.14671910354159
1979,1.16774720711986
1980,0.857462547537068
1981,1.35730662757998
1982,1.38913099223836
1983,1.41711711735586
1984,1.05128881480804
1985,1.35019100547856
1986,1.32074681993714
1987,0.762768320400837
1988,1.29362268775368
1989,1.23995641240737
1990,1.37327564385886
1991,1.24971090571704
1992,0.69378830895336
1993,1.33996886413093
1994,1.48162549927043
1995,1.03334055403269
1996,1.16146569298611
1997,1.43841356058374
1998,1.34251940036854
1999,1.40676867941524
2000,1.33107897922463
2001,1.34566125633384
2002,1.35094523146284
2003,0.355015149325991
