year,density
1959,0.667603631701375
1960,0.917174701703939
1961,0.761135005415659
1962,0.697623972319619
1963,0.8579950509021
1964,0.740879372720854
1965,0.977805540037848
1966,0.911300145242947
1967,1.10277788440781
1968,0.898640530382759
1969,1.15783623537692
1970,0.99203035314344
1971,1.12442988962742
1972,0.955062593080971
1973,0.915268914912441
1974,1.08038326417895
1975,0.952508704857158
1976,0.902927170757704
1977,0.995981812137026
1978,0.955917928676043
1979,1.12902894638296
1980,1.17885516058917
1981,1.17813980654923
1982,1.17079718505707
1983,1.26287841802869
1984,1.0804252482972
1985,1.28409138251298
1986,1.08978259697518
1987,1.07800564377903
1988,1.02670484530128
1989,1.16801014827161
1990,1.2413840667491
1991,0.934415792866987
1992,0.968094294531391
1993,1.26047131313421
1994,1.34067703360163
1995,1.33288828449563
1996,0.882794836538987
1997,1.22920070423516
1998,1.34940733703386
1999,1.44091743892386
2000,1.26794393120726
2001,1.34977262617825
2002,0.996985820311428
2003,1.28684041921546
2004,1.26794393120726
