year,density
1936,0.972234701919141
1937,1.11611716800981
1939,0.827309609262602
1940,1.15990748377653
1941,1.1286286868003
1942,1.27876691228621
1943,1.24227498248061
1944,1.0796252382042
1945,1.2589570075346
1946,1.34158516288014
1947,0.865281058248154
1948,1.14948121811779
1949,1.35096880197301
1950,1.1734616291329
1951,1.21308143863612
1952,1.17241900256703
1953,1.35644259144385
1954,1.17111571935968
1955,1.2008305764871
1956,1.26260620051516
1957,1.31108833582832
1958,1.34758026563392
1959,1.18493052135752
1960,1.28997514786936
1961,1.28684726817173
1962,1.33923925310693
1963,1.31942934835531
1964,1.49485126806368
1965,1.3353294034849
1966,1.29857681703782
1967,1.25895700753459
1968,1.14426808528842
1969,1.32672773431643
1970,1.1202876742733
1971,1.43620352373324
1972,1.18076001509402
1973,1.32777036088231
1974,1.31213096239419
1975,1.05460220062322
1976,1.08588099759945
1977,1.37990168917603
1978,1.14009757902491
1979,1.30483257643307
1980,1.47295611018031
1981,1.37260330321491
1982,1.28919317794496
1983,1.44558716282611
1984,1.2996194436037
