year,density
1931,1.13773939763511
1932,1.159155411219
1933,1.31599571984541
1934,1.45530570936022
1935,1.36203863146241
1936,1.44937646553487
1937,1.32747070211798
1938,1.17339790394116
1939,1.26368816359523
1940,1.47549099229861
1941,1.43991972173191
1942,1.47039088671847
1943,1.07131679372543
1944,1.24015726070765
1945,1.51685271654926
1946,1.65527277151397
1947,0.855893766331265
1948,1.61111562712715
1949,1.56369470863602
1950,1.48089108585093
1951,1.42321884888409
1952,1.3166934630324
1953,1.69331869479645
1954,1.19773556434988
1955,1.37453968039028
1956,1.38307109944084
1957,1.15388308224146
1958,1.52130508199176
1959,1.5885003739719
1960,1.4283670590345
1961,1.59410258345875
1962,1.52160999606057
1963,1.56657999204544
1964,1.73029645570221
1965,1.56589516751106
1966,1.46304890393732
1967,1.45976274910895
1968,1.19600807645995
1969,1.58484242335691
1970,1.29495914373623
1971,1.53131149939356
1972,1.16438628411907
1973,1.26801358136774
1974,0.89781553946018
1975,1.339638141683
1976,1.22030286873039
1977,1.16992041888934
1978,1.07776234154935
1979,1.38701635495738
1980,1.17365780477144
1981,1.38542388945508
1982,1.26708489085983
1983,1.61267936603809
1984,1.20678559975279
1985,1.52693816721993
1986,1.4306282785851
1987,1.17031719950549
1988,1.21257865321023
1989,1.23223935426728
1990,1.6236669567406
1991,1.39787429566044
1992,1.587108940354
1993,1.38149767154045
1994,1.63986020211227
1995,1.4935529879006
1996,1.20267249145848
1997,1.35538885032191
1998,1.3827973925019
1999,1.52593983634891
2000,1.59890598824303
2001,1.45806128948844
2002,1.4094782245451
2003,0.606232629720592
