year,density
1967,0.891090700232478
1968,0.910569275231267
1969,1.04507005839563
1970,0.944552077114741
1971,1.00775494483101
1972,0.893488026961344
1973,1.00458937901539
1974,0.947342667711368
1975,0.907397596341762
1976,0.929251624756716
1977,0.923390555752192
1978,0.883756720663604
1979,1.10759098642411
1980,1.1603830629615
1981,1.10625591832333
1982,1.06506978210706
1983,1.06805401358246
1984,0.966814777916555
1985,1.10231082807312
1986,1.0836491846529
1987,1.00116278709857
1988,0.896693600013338
1989,0.955330032740116
1990,1.02384453551226
1991,0.901145151883192
1992,1.05587386863989
1993,1.01987586000759
1994,1.07071258399506
1995,0.9784224637429
1996,0.643381436285881
1997,1.01984668305821
1998,1.0519438603325
1999,1.00937432464269
2000,1.07082496361164
2001,1.0177029062494
2002,1.059649905945
2003,0.738217067861015
