year,density
1931,0.708231545129752
1932,1.13607679127124
1933,1.18373258274787
1934,1.22735829048413
1935,1.22921535064907
1936,0.943170490326251
1937,1.19676658293983
1938,1.02834454842305
1939,0.69379496368783
1940,1.02073438053958
1941,0.936687097172571
1942,1.22328957798873
1943,1.2326496698757
1944,1.0628574355812
1945,1.40276647951223
1946,1.25630158041733
1947,1.32531359080076
1948,1.19466291028652
1949,1.39719067302214
1950,1.14935826461954
1951,1.24495607704695
1952,1.34671136713506
1953,1.22730129431089
1954,0.823028272770831
1955,1.04725300836117
1956,1.03013393247872
1957,0.998478572888118
1958,0.720457336659761
1959,1.2272320762032
1960,1.0818389892588
1961,1.20692976425338
1962,1.19909381088663
1963,1.19115122324534
1964,1.34577411556817
1965,1.1502142727401
1966,1.13643578857571
1967,1.0718798885325
1968,1.09068916356369
1969,1.20415183983582
1970,0.934429087333456
1971,0.964760418456521
1972,0.83699912951683
1973,1.0084098008307
1974,0.952658493710951
1975,1.08791795040415
1976,1.10786369362096
1977,1.11962393128711
1978,0.860547215469767
1979,0.940107895691236
1980,0.815807594891171
1981,1.17232947615853
1982,1.17007976084731
1983,1.31250889294277
1984,0.865187907430504
1985,1.18208371845512
1986,1.13424770919014
1987,1.15564152188612
1988,0.985293136633207
1989,0.986129404383317
1990,1.02187639388285
1991,1.14798592780428
1992,0.602087620713768
1993,1.16548249772275
1994,1.20273275396484
1995,1.16845504899553
1996,0.785904668823334
1997,1.13730286814405
1998,0.974860859986839
1999,1.22898632595058
2000,1.16760892917607
2001,1.23735356727481
2002,1.03619436402058
2003,0.650270046602993
