year,density
1958,0.946424504727516
1959,1.08133038578342
1960,1.04441388307879
1961,0.929867429356141
1962,0.995657377930532
1963,0.940388327369185
1964,1.06395068252533
1965,1.0245918233322
1966,1.00215764975246
1967,0.936606941703609
1968,0.894445549935614
1969,1.02095936322658
1970,0.929848164664607
1971,1.01835321958773
1972,0.948206763610323
1973,0.837201590586431
1974,0.81079931734777
1975,0.87873610165754
1976,0.945895925689051
1977,0.87143159270886
1978,0.774147988407274
1979,0.907635572309829
1980,0.885762876793928
1981,0.93322718270927
1982,0.901639645557585
1983,0.907675583592249
1984,0.782545992083902
1985,0.834308699423577
1986,0.909137605090683
1987,0.732450581250169
1988,0.752057770915779
1989,0.93769772079207
1990,0.894506307808919
1991,0.783790142430362
1992,0.806748194053007
1993,0.872682739591376
1994,1.04787144178894
1995,0.899625506249341
1996,0.77332060627885
1997,0.843670516837269
1998,0.962425384896586
1999,0.797116365403832
2000,0.897642262412678
2001,0.841138575683642
2002,0.858476296463405
2003,0.514251787565067
2004,1.01794187750674
