year,density
1918,1.02643567312322
1919,1.05414701057508
1920,0.97760957972755
1921,1.06232063533102
1922,0.783381100341054
1923,1.10268911092869
1924,0.94732900925708
1925,0.917263647457475
1926,1.08366435435909
1927,0.977567423549106
1928,1.08956826712418
1929,0.888152325168032
1930,0.977129899614031
1931,0.714941732737877
1932,1.02412158491251
1933,0.974828685182668
1934,1.09442256459509
1935,1.04376979168895
1936,0.907044846016302
1937,1.12622000316302
1938,0.951698481421844
1939,0.754867666770443
1940,0.981577470480569
1941,0.920526582024079
1942,1.08242988125564
1943,1.07635919870777
1944,1.0356017606876
1945,1.05178327338928
1946,1.12196208475256
1947,0.903016604588616
1948,1.08513223062963
1949,1.20773615549963
1950,1.04078388343783
1951,0.845380128285883
1952,1.09375802667229
1953,1.13266350024717
1954,0.93643794130639
1955,0.944200223850887
1956,0.947183198162077
1957,0.912264933291511
1958,0.82428299817512
1959,1.12022974231258
1960,0.996867739464239
1961,0.943346777754757
1962,0.855354438657097
1963,0.932391951851599
1964,1.112692703699
1965,0.948635367407195
1966,0.940285252999453
1967,0.870139907235136
1968,0.937486934607196
1969,0.968331051078955
1970,0.785723764083312
1971,0.833068400561543
1972,0.816716583404233
1973,0.897191093612156
1974,0.914940852747093
1975,0.944971288941711
1976,0.862003055917201
1977,0.83681505505927
1978,0.87274350230643
1979,0.964808407574511
1980,1.01292091287992
1981,1.04841213208034
1982,0.97793259136004
1983,1.0321808461889
1984,0.827664520591601
1985,1.09011270108264
1986,1.00289897679034
1987,0.818098154110286
1988,0.928393848848701
1989,0.967183519930375
1990,0.967415447171249
1991,0.90913984385294
1992,0.790648485306267
1993,0.904673961430312
1994,0.968360296565504
1995,0.63857896242526
1996,0.835088861740051
1997,0.961868958028225
1998,1.0002674187896
1999,1.01013540482081
2000,0.999884031874079
2001,1.03735242219002
2002,1.09011658079415
2003,0.716106819314564
2004,1.03721518062375
