year,density
1923,0.802454225652482
1924,0.853083209134433
1925,0.823050663820866
1926,0.949524069637666
1927,0.875725231176301
1928,0.898994556364383
1929,0.89630184296315
1930,0.888072296619083
1931,0.757766510879141
1932,0.981586205545752
1933,0.852368593498284
1934,0.983030531797778
1935,1.01663084684457
1936,0.808489848796931
1937,0.984769062105262
1938,0.862440555814811
1939,0.770967816297245
1940,0.840365052053771
1941,0.8096615078397
1942,0.92534613816613
1943,0.936690877188426
1944,0.898083570417554
1945,1.03103440135487
1946,0.958861809604072
1947,0.72819000501447
1948,0.944941285878108
1949,1.05540575111478
1950,0.873358764999243
1951,0.957487084465324
1952,0.899893333600855
1953,0.937580148090128
1954,0.802319367621634
1955,0.916186637611952
1956,0.779303950727295
1957,0.823368362461903
1958,0.964250333908607
1959,0.943197365794937
1960,0.887462298664729
1961,0.96760498727996
1962,0.921918662879108
1963,0.966315972858357
1964,0.981412858197138
1965,0.97923277347454
1966,0.925689160419601
1967,0.969035836331361
1968,0.753132356213188
1969,0.962914103892136
1970,0.88179559874907
1971,0.938111597230936
1972,0.879674150643587
1973,0.895118966246052
1974,0.761997464455384
1975,0.846226091580964
1976,0.812208429059522
1977,0.878494063882317
1978,0.842610677210371
1979,0.958046004113204
1980,0.947673745284264
1981,0.947729317867883
1982,0.943870279876294
1983,0.943754588319761
1984,0.877833318327668
1985,1.06068304133263
1986,0.921494818611488
1987,0.853325428737845
1988,0.800029806579998
1989,0.866537908594861
1990,0.943142922487563
1991,0.850587837853122
1992,0.784879736938868
1993,0.876273672341392
1994,0.978487974653289
1995,0.92763280822698
1996,0.714527157272163
