year,density
1921,1.02891232700284
1922,0.95370682437976
1923,1.03503370512332
1924,1.03590818771196
1925,1.05252335689613
1926,1.05252335689613
1927,0.987811645336738
1928,0.954799927615562
1929,1.00333371128511
1930,0.954799927615563
1931,0.928565449956349
1932,0.95152061790816
1933,0.921350968600067
1934,0.980815784627616
1935,0.979722681391814
1936,0.941026826844476
1937,1.00595715905103
1938,0.94933441143656
1939,0.82428340126098
1940,0.967698545798007
1941,0.914714596819754
1942,0.941026826844477
1943,0.912824763360822
1944,0.889869595409011
1945,0.994807506045861
1946,0.972508200035531
1947,0.791866357067905
1948,0.967261304503688
1949,0.956767513440004
1950,0.997430953811784
1951,0.838275122679226
1952,0.857076498334996
1953,0.891618560586292
1954,0.847019948565631
1955,0.849206155037231
1956,0.826250987085421
1957,0.840906140973267
1958,0.885278561818649
1959,0.882212866724611
1960,0.845615288636393
1961,0.933156483546712
1962,0.977755095567373
1963,0.900363386472696
1964,0.902986834238617
1965,0.902986834238617
1966,0.967261304503689
1967,0.880031666286806
1968,0.830404779381464
1969,0.948897170142239
1970,0.777061341474399
1971,0.918727520834145
1972,0.820348229612098
1973,0.859699946100917
1974,0.788259696837746
1975,0.885651970576863
1976,0.808542714665452
1977,0.843270366023132
1978,0.756729621288508
1979,0.850517878920193
1980,0.874784770754965
1981,0.897739938706775
1982,0.878501321756685
1983,0.878501321756685
1984,0.755184851549847
1985,0.966605442562208
1986,0.890595464295465
1987,0.836088916207626
1989,0.884310282675186
1990,0.900363386472696
1991,0.859699946100917
1992,0.857076498334995
1993,0.851829602803153
1994,0.957420765431938
1995,0.861916944008436
1996,0.82146447485968
1997,0.872161322989043
1998,0.916104073068224
1999,0.854015809274753
2000,0.882655114052727
2001,0.895116490940854
2002,0.900038575797601
2003,0.746235830224823
