year,density
1953,1.01820329598293
1954,0.916173388974982
1955,0.900764196662982
1956,0.942511955818675
1957,0.930644999241986
1958,1.10422450587824
1959,1.02311985933455
1960,1.06324162565925
1961,1.10228733591179
1962,1.0579320629955
1963,1.14457678464511
1964,1.15655762796061
1965,1.13471749912139
1966,1.12264832937817
1967,1.02296543691997
1968,0.99436339280614
1969,1.11662126446584
1970,1.03868277573118
1971,1.09355135455728
1972,0.966255905410799
1973,1.0346317442945
1974,0.908383701481568
1975,0.99121782730836
1976,0.979229181503558
1977,0.943812515264567
1978,0.901989182387172
1979,1.03807390173035
1980,1.04013987709423
1981,1.07413847323857
1982,1.05270563985722
1983,1.07490645152366
1984,0.969625765847214
1985,1.08203656987637
1986,1.06451438972471
1987,1.03784072843294
1988,0.969212663628954
1989,0.999174783779615
1990,1.07459675552491
1991,1.02491405098935
1992,0.983716543787095
1993,1.13818873862822
1994,1.10468141098041
1995,1.09050853029759
1996,1.00545923434597
1997,1.0284938563717
1998,1.12719162419909
1999,0.99952444097453
2000,1.08567131429506
2001,1.11020394503552
2002,0.993459733047953
2003,0.805732285096987
