year,density
1934,1.18455053067097
1935,1.1364382517995
1936,0.863969881588661
1937,1.07387080555711
1938,0.995890588054166
1939,0.799515075773334
1940,0.983568849698558
1941,0.969348449914541
1942,1.08106225902399
1943,1.01489392000475
1944,0.904954769859194
1945,1.00757744750272
1946,0.998863296090074
1947,0.869631503511171
1948,1.00710266324082
1949,1.01062086164767
1950,1.05344654989604
1951,0.980979019482712
1952,0.988707009308346
1953,1.01993427540592
1954,0.969743212551203
1955,0.971140891461815
1956,0.9574530693357
1957,0.917431630200247
1958,0.955545314158047
1959,0.957506417085857
1960,1.00889510478809
1961,0.951413829099603
1962,0.93752636711722
1963,0.92966795788625
1964,0.955215829662525
1965,0.930192112031801
1966,0.988622515251004
1967,0.966064970893877
1968,0.94514703747686
1969,1.0851789520492
1970,0.928044918660483
1971,1.03476027927015
1972,0.892718538574617
1973,0.966047188310491
1974,0.827457134778243
1975,0.949967662291502
1976,0.913944975705806
1977,0.919162837516551
1978,0.937437454200291
1979,1.01784397558693
1980,0.831553507907828
1981,1.08762702102865
1982,0.991186726274477
1983,1.08779280611796
1984,0.910349409305061
1985,1.0534004972967
1986,1.05828718689703
1987,0.978205221931741
1988,0.874443951188834
1989,0.924433829470197
1990,1.09516918057999
1991,0.97787653978955
1992,1.06385908584726
1993,1.04560852922361
1994,1.11900656602376
1995,1.07167864156213
1996,1.00589099229532
1997,1.1561365335375
1998,1.22605469802639
1999,1.26451541998622
2000,1.41330685351775
2001,1.18396135940862
2003,0.800409666377615
