year,density
1941,0.914307574049749
1942,0.968112454100623
1943,0.935989168199543
1944,0.905440203483034
1945,1.02698865378734
1946,1.02886154557186
1947,0.955887234763628
1948,1.01543901026403
1949,1.10606361704757
1950,0.999457992208919
1951,0.984803473979921
1952,1.10613855265178
1953,1.04972817328715
1954,0.893265251507872
1955,0.940127725294768
1956,0.916409404676486
1957,0.85955064042072
1958,1.05031159227081
1959,1.00750948190518
1960,0.970881298624816
1961,1.00467361423188
1962,1.00060412638197
1963,0.937982143126217
1964,1.06291636851293
1965,0.887892327701042
1966,0.916345231075828
1967,0.984025466653364
1968,0.878006698088617
1969,0.994154250842929
1970,0.814418376845538
1971,1.04314902630516
1972,0.854112474905647
1973,0.941423529893057
1974,0.931868060363963
1975,1.00954131272901
1976,0.932982453496368
1977,0.975739704792359
1978,0.863860542769155
1979,0.889145496296135
1980,0.983365067424158
1981,1.06857948502607
1982,1.07081797055965
1983,0.96306604364699
1984,0.85757165565385
1985,0.964495131567372
1986,0.999396088883699
1987,0.906752624047807
1988,0.934039996509599
1989,0.954492605735994
1990,1.04154038313887
1991,0.931501026607535
1992,0.914660697712746
1993,0.91951200695391
1994,0.901476222358056
1995,0.873838268925674
1996,0.801745712341729
1997,0.931555243111757
1998,0.995338941222719
1999,0.910152347010053
2000,0.996915688507194
2001,1.02547894919209
2002,0.990662219809559
2003,0.684634895327774
2004,0.984533541599998
