year,density
1925,1.17239001133194
1926,1.25002009240175
1927,1.24348741189408
1928,1.31625230753034
1929,1.35344742776834
1930,1.31849536692049
1931,1.10950967311649
1932,1.35371593800648
1933,1.28248887871333
1934,1.42793031651908
1935,1.34086855603253
1936,1.35119026832027
1937,1.43391846374655
1938,1.24180895688321
1939,1.14426654112734
1940,1.3364636004576
1941,1.24594930381359
1942,1.37217130439965
1943,1.3786722486106
1944,1.22457041534121
1945,1.40821528990548
1946,1.40473243170446
1947,1.08372319250838
1948,1.33998183722266
1949,1.47105578863305
1950,1.29818485518534
1951,1.3280863143823
1952,1.3173053422232
1953,1.40128519997196
1954,1.1709325256651
1955,1.20441650586045
1956,1.22918905533175
1957,1.21943909142674
1958,1.25292709711835
1959,1.36211224455576
1960,1.2568449992401
1961,1.27271498821427
1962,1.26191832355943
1963,1.24623540928365
1964,1.37644272433933
1965,1.24973922545919
1966,1.28626873388553
1967,1.15732832402573
1968,1.14486799641792
1969,1.29046279954812
1970,1.13924731368651
1971,1.28920277421591
1972,1.08610258188733
1973,1.18554812965071
1974,1.19660868523675
1975,1.29952495940409
1976,1.09051558317418
1977,1.23419991205452
1978,1.1344410440119
1979,1.19448851356913
1980,1.2276488389472
1981,1.30457683561534
1982,1.29429312880873
1983,1.3390315215568
1984,1.09301126431205
1985,1.3621446391121
1986,1.23544308988587
1987,1.26038525407147
1988,1.21385904377347
1989,1.28504218717817
1990,1.29347859000168
1991,1.21623377820179
1992,1.16860405099631
1993,1.2796624707353
1994,1.17808384704678
1995,1.30140250158466
1996,1.12556171265698
1997,1.37628975902575
1998,1.35024373445012
1999,1.27319008986762
2000,1.33649853517548
2001,1.30746815247827
2002,1.2699364740326
2003,0.732175176183884
2004,1.11628445033771
