year,density
1926,1.23930238066763
1927,1.17789046203813
1928,1.2836352092173
1929,1.22398074526944
1930,1.07902894800522
1931,0.920598340867232
1932,1.06826795965655
1933,0.985777499035345
1934,1.09724662679078
1935,1.11199147527532
1936,0.995955823526165
1937,1.20272806739098
1938,1.01107655866884
1939,0.925937726607989
1940,1.14470017598036
1941,1.07012429563575
1942,1.16583746991765
1943,1.14940180452201
1944,1.00549892968612
1945,1.19322787331269
1946,1.15397504329643
1947,1.09026770917781
1948,1.09011926500542
1949,1.14833532851863
1950,1.05995736164973
1951,1.06644093114082
1952,1.09250659528768
1953,1.16254747321544
1954,0.978231171906299
1955,1.04934884791431
1956,1.01694504090116
1957,0.996511727241723
1958,1.11301189790081
1959,1.13172165494632
1960,1.05995736164973
1961,1.04412167464265
1962,1.13547070407958
1963,1.05532668744555
1964,1.22811030125031
1965,1.07808639732203
1966,1.02753115391646
1967,1.0164605490701
1968,0.925721307016938
1969,1.10001913119182
1970,0.979521739640099
1971,1.16041665806452
1972,0.979205092059803
1973,1.06002009695449
1974,1.0305360077094
1975,1.01393106625146
1976,1.02367119615054
1977,1.00029718736154
1978,0.926844893695241
1979,1.04242369867383
1980,1.05982067559222
1981,1.15521491573994
1982,1.11656673983633
1983,1.14652344750189
1984,0.994487824684893
1985,1.16518346661577
1986,1.10914570826
1987,0.96643195504271
1988,0.982262481011358
1989,1.00815105811998
1990,1.10023782888382
1991,1.03049785706231
1992,1.08845873463939
1993,1.05324811046572
1994,1.1327213609776
1995,1.16091138626197
1996,0.964552679902964
1997,1.05063955448468
1998,1.11979713407708
1999,1.25392948803456
2000,1.11883823708332
2001,1.10332788268919
2002,1.14920235298389
2003,0.897706656877591
2004,1.13162312798882
