year,density
1965,1.1111204134537
1966,1.22074368937111
1967,1.11494529540464
1968,1.01158823012317
1969,1.25281331478424
1970,1.04617633554821
1971,1.11166781785084
1972,1.14929321941145
1973,1.08153217378775
1974,1.10106014376611
1975,1.12165422481483
1976,1.13161531938187
1977,1.11441442995147
1978,1.05114416936269
1979,1.21806789339889
1980,1.21985351785372
1981,1.34922267427523
1982,1.28292413515922
1983,1.36343634618548
1984,1.16159966176892
1985,1.28955659285324
1986,1.18959180815078
1987,1.07152049260718
1988,0.872999865265735
1989,1.18717082861252
1990,1.35126518963129
1991,1.04857226995217
1992,1.46947183552194
1993,1.10742798074276
1994,1.37133606914238
1995,1.21758083925259
1996,0.787871565859797
1997,1.18617543694695
1998,1.39047607729121
1999,1.3848309492375
2000,1.31560701530232
2001,1.3445495663261
2002,1.01132592436964
2003,0.686720323302969
